split,seed,observation_id,molecule_group_id,scaffold_group_id,structure_solvent_group_id,partition
2,142,1126,MOL_000951,SCF_000609,SSG_000975,test
2,142,1739,MOL_003829,SCF_000500,SSG_004003,test
2,142,1175,MOL_001604,SCF_000040,SSG_001640,test
2,142,3960,MOL_003824,SCF_000489,SSG_003997,test
2,142,3298,MOL_003522,SCF_000249,SSG_003662,test
2,142,3815,MOL_002332,SCF_000273,SSG_002407,test
2,142,948,MOL_002642,SCF_000382,SSG_002735,test
2,142,4192,MOL_000718,SCF_000296,SSG_000740,test
2,142,5126,MOL_003292,SCF_000044,SSG_003408,test
2,142,5111,MOL_001346,SCF_000314,SSG_001380,test
2,142,5162,MOL_001109,SCF_000314,SSG_001138,test
2,142,5163,MOL_001107,SCF_000314,SSG_001136,test
2,142,607,MOL_000969,SCF_000396,SSG_000993,test
2,142,1070,MOL_000006,SCF_000396,SSG_000006,test
2,142,1074,MOL_000007,SCF_000396,SSG_000007,test
2,142,1075,MOL_000005,SCF_000396,SSG_000005,test
2,142,4415,MOL_003508,SCF_000240,SSG_003645,test
2,142,503,MOL_002641,SCF_000095,SSG_002734,test
2,142,517,MOL_001072,SCF_000095,SSG_001100,test
2,142,718,MOL_001075,SCF_000095,SSG_001104,test
2,142,4123,MOL_001275,SCF_000540,SSG_001309,test
2,142,4267,MOL_002981,SCF_000540,SSG_003090,test
2,142,4268,MOL_002981,SCF_000540,SSG_003089,test
2,142,4269,MOL_002981,SCF_000540,SSG_003088,test
2,142,4270,MOL_001276,SCF_000540,SSG_001310,test
2,142,4382,MOL_002956,SCF_000540,SSG_003063,test
2,142,4406,MOL_002983,SCF_000540,SSG_003092,test
2,142,4533,MOL_002660,SCF_000540,SSG_002754,test
2,142,4545,MOL_002982,SCF_000540,SSG_003091,test
2,142,4628,MOL_001482,SCF_000540,SSG_001516,test
2,142,4849,MOL_002979,SCF_000540,SSG_003086,test
2,142,3448,MOL_003800,SCF_000400,SSG_003971,test
2,142,4042,MOL_003872,SCF_000619,SSG_004054,test
2,142,766,MOL_002544,SCF_000391,SSG_002627,test
2,142,1173,MOL_000082,SCF_000032,SSG_000083,test
2,142,4020,MOL_000713,SCF_000014,SSG_000735,test
2,142,4317,MOL_001567,SCF_000014,SSG_001602,test
2,142,4553,MOL_001742,SCF_000014,SSG_001783,test
2,142,4624,MOL_000630,SCF_000014,SSG_000648,test
2,142,4791,MOL_001565,SCF_000014,SSG_001600,test
2,142,4797,MOL_000235,SCF_000014,SSG_000239,test
2,142,4927,MOL_001566,SCF_000014,SSG_001601,test
2,142,5047,MOL_001452,SCF_000014,SSG_001486,test
2,142,5094,MOL_001451,SCF_000014,SSG_001485,test
2,142,5041,MOL_001822,SCF_000253,SSG_001866,test
2,142,3650,MOL_001088,SCF_000122,SSG_001117,test
2,142,3906,MOL_001089,SCF_000122,SSG_001118,test
2,142,4039,MOL_001090,SCF_000122,SSG_001119,test
2,142,1532,MOL_003827,SCF_000496,SSG_004001,test
2,142,1533,MOL_003827,SCF_000496,SSG_004000,test
2,142,3327,MOL_003515,SCF_000245,SSG_003652,test
2,142,3568,MOL_002858,SCF_000245,SSG_002960,test
2,142,3569,MOL_002929,SCF_000245,SSG_003036,test
2,142,4005,MOL_002658,SCF_000245,SSG_002752,test
2,142,4010,MOL_002658,SCF_000245,SSG_002752,test
2,142,4290,MOL_003514,SCF_000245,SSG_003651,test
2,142,557,MOL_000513,SCF_000078,SSG_000518,test
2,142,558,MOL_000513,SCF_000078,SSG_000518,test
2,142,559,MOL_000507,SCF_000078,SSG_000512,test
2,142,5003,MOL_002748,SCF_000352,SSG_002843,test
2,142,955,MOL_003362,SCF_000144,SSG_003485,test
2,142,2222,MOL_000280,SCF_000329,SSG_000284,test
2,142,2223,MOL_000280,SCF_000329,SSG_000284,test
2,142,2225,MOL_000278,SCF_000329,SSG_000282,test
2,142,2226,MOL_000278,SCF_000329,SSG_000282,test
2,142,2227,MOL_001160,SCF_000329,SSG_001191,test
2,142,2228,MOL_000279,SCF_000329,SSG_000283,test
2,142,2229,MOL_000279,SCF_000329,SSG_000283,test
2,142,868,MOL_000989,SCF_000062,SSG_001013,test
2,142,870,MOL_000987,SCF_000062,SSG_001011,test
2,142,3311,MOL_003555,SCF_000268,SSG_003701,test
2,142,4750,MOL_000617,SCF_000182,SSG_000635,test
2,142,470,MOL_002261,SCF_000504,SSG_002331,test
2,142,471,MOL_002261,SCF_000504,SSG_002331,test
2,142,601,MOL_001654,SCF_000504,SSG_001694,test
2,142,641,MOL_002262,SCF_000504,SSG_002332,test
2,142,647,MOL_001445,SCF_000504,SSG_001479,test
2,142,649,MOL_001894,SCF_000504,SSG_001937,test
2,142,650,MOL_001894,SCF_000504,SSG_001937,test
2,142,658,MOL_001897,SCF_000504,SSG_001941,test
2,142,659,MOL_001897,SCF_000504,SSG_001941,test
2,142,671,MOL_001896,SCF_000504,SSG_001940,test
2,142,1083,MOL_001893,SCF_000504,SSG_001938,test
2,142,1085,MOL_001892,SCF_000504,SSG_001936,test
2,142,1117,MOL_001775,SCF_000504,SSG_001816,test
2,142,1118,MOL_002260,SCF_000504,SSG_002330,test
2,142,1119,MOL_001514,SCF_000504,SSG_001549,test
2,142,1120,MOL_001895,SCF_000504,SSG_001939,test
2,142,1121,MOL_001898,SCF_000504,SSG_001942,test
2,142,1144,MOL_003770,SCF_000504,SSG_003941,test
2,142,3674,MOL_003416,SCF_000168,SSG_003543,test
2,142,1580,MOL_003344,SCF_000100,SSG_003466,test
2,142,1581,MOL_003344,SCF_000100,SSG_003466,test
2,142,1582,MOL_003344,SCF_000100,SSG_003466,test
2,142,1849,MOL_000459,SCF_000100,SSG_000464,test
2,142,1850,MOL_000459,SCF_000100,SSG_000464,test
2,142,1851,MOL_000459,SCF_000100,SSG_000464,test
2,142,3857,MOL_003217,SCF_000579,SSG_003329,test
2,142,4206,MOL_002098,SCF_000579,SSG_002158,test
2,142,4380,MOL_003419,SCF_000172,SSG_003546,test
2,142,2075,MOL_001202,SCF_000089,SSG_001236,test
2,142,4496,MOL_002630,SCF_000231,SSG_002720,test
2,142,2055,MOL_002765,SCF_000356,SSG_002864,test
2,142,4499,MOL_002619,SCF_000109,SSG_002709,test
2,142,1896,MOL_002317,SCF_000679,SSG_002393,test
2,142,2035,MOL_002318,SCF_000679,SSG_002392,test
2,142,702,MOL_002198,SCF_000049,SSG_002264,test
2,142,3029,MOL_003854,SCF_000569,SSG_004034,test
2,142,947,MOL_001500,SCF_000688,SSG_001535,test
2,142,2140,MOL_003023,SCF_000126,SSG_003132,test
2,142,337,MOL_001850,SCF_000387,SSG_001894,test
2,142,338,MOL_001850,SCF_000387,SSG_001894,test
2,142,339,MOL_001850,SCF_000387,SSG_001894,test
2,142,340,MOL_001850,SCF_000387,SSG_001894,test
2,142,389,MOL_001849,SCF_000387,SSG_001893,test
2,142,390,MOL_001849,SCF_000387,SSG_001893,test
2,142,391,MOL_001849,SCF_000387,SSG_001893,test
2,142,971,MOL_000747,SCF_000387,SSG_000769,test
2,142,1217,MOL_003768,SCF_000637,SSG_003939,test
2,142,4285,MOL_003618,SCF_000358,SSG_003768,test
2,142,4130,MOL_000131,SCF_000220,SSG_000132,test
2,142,4282,MOL_000130,SCF_000220,SSG_000131,test
2,142,4656,MOL_002708,SCF_000342,SSG_002803,test
2,142,5019,MOL_003418,SCF_000171,SSG_003545,test
2,142,383,MOL_001853,SCF_000602,SSG_001897,test
2,142,384,MOL_001853,SCF_000602,SSG_001897,test
2,142,385,MOL_001853,SCF_000602,SSG_001897,test
2,142,1043,MOL_001852,SCF_000602,SSG_001896,test
2,142,4658,MOL_001661,SCF_000029,SSG_001701,test
2,142,4567,MOL_003289,SCF_000028,SSG_003405,test
2,142,3798,MOL_003360,SCF_000134,SSG_003483,test
2,142,479,MOL_000153,SCF_000510,SSG_000154,test
2,142,651,MOL_000158,SCF_000510,SSG_000159,test
2,142,5201,MOL_001475,SCF_000081,SSG_001509,test
2,142,1877,MOL_002322,SCF_000680,SSG_002397,test
2,142,911,MOL_002239,SCF_000334,SSG_002309,test
2,142,953,MOL_002238,SCF_000334,SSG_002308,test
2,142,970,MOL_001840,SCF_000334,SSG_001884,test
2,142,972,MOL_001839,SCF_000334,SSG_001883,test
2,142,1025,MOL_002866,SCF_000334,SSG_002969,test
2,142,1094,MOL_002726,SCF_000334,SSG_002821,test
2,142,1095,MOL_002213,SCF_000334,SSG_002280,test
2,142,1143,MOL_000411,SCF_000334,SSG_000415,test
2,142,1182,MOL_002727,SCF_000334,SSG_002822,test
2,142,515,MOL_003310,SCF_000085,SSG_003427,test
2,142,516,MOL_003310,SCF_000085,SSG_003427,test
2,142,2517,MOL_003188,SCF_000592,SSG_003300,test
2,142,2826,MOL_003069,SCF_000592,SSG_003179,test
2,142,3618,MOL_000036,SCF_000592,SSG_000036,test
2,142,4109,MOL_001749,SCF_000592,SSG_001790,test
2,142,4110,MOL_001749,SCF_000592,SSG_001790,test
2,142,4508,MOL_001443,SCF_000592,SSG_001477,test
2,142,5103,MOL_003661,SCF_000482,SSG_003814,test
2,142,4420,MOL_000129,SCF_000585,SSG_000130,test
2,142,4421,MOL_000126,SCF_000585,SSG_000127,test
2,142,4537,MOL_000128,SCF_000585,SSG_000129,test
2,142,4650,MOL_000127,SCF_000585,SSG_000128,test
2,142,1964,MOL_003222,SCF_000468,SSG_003334,test
2,142,2198,MOL_001067,SCF_000468,SSG_001094,test
2,142,2231,MOL_001068,SCF_000468,SSG_001095,test
2,142,473,MOL_003826,SCF_000495,SSG_003999,test
2,142,2351,MOL_003530,SCF_000251,SSG_003672,test
2,142,2352,MOL_003530,SCF_000251,SSG_003673,test
2,142,2353,MOL_003530,SCF_000251,SSG_003672,test
2,142,2354,MOL_003530,SCF_000251,SSG_003672,test
2,142,2527,MOL_002807,SCF_000251,SSG_002906,test
2,142,2528,MOL_002807,SCF_000251,SSG_002907,test
2,142,2529,MOL_002916,SCF_000251,SSG_003020,test
2,142,2530,MOL_002916,SCF_000251,SSG_003021,test
2,142,2531,MOL_002868,SCF_000251,SSG_002971,test
2,142,2532,MOL_002868,SCF_000251,SSG_002972,test
2,142,2533,MOL_002859,SCF_000251,SSG_002961,test
2,142,2534,MOL_002859,SCF_000251,SSG_002962,test
2,142,2697,MOL_003521,SCF_000251,SSG_003660,test
2,142,2698,MOL_003521,SCF_000251,SSG_003661,test
2,142,2699,MOL_003528,SCF_000251,SSG_003669,test
2,142,2700,MOL_003528,SCF_000251,SSG_003670,test
2,142,2701,MOL_003525,SCF_000251,SSG_003665,test
2,142,2869,MOL_002228,SCF_000251,SSG_002296,test
2,142,2870,MOL_002228,SCF_000251,SSG_002297,test
2,142,2871,MOL_002228,SCF_000251,SSG_002296,test
2,142,2878,MOL_002050,SCF_000251,SSG_002109,test
2,142,2879,MOL_002050,SCF_000251,SSG_002110,test
2,142,2880,MOL_002050,SCF_000251,SSG_002109,test
2,142,3015,MOL_003523,SCF_000251,SSG_003663,test
2,142,3016,MOL_003527,SCF_000251,SSG_003667,test
2,142,3017,MOL_003527,SCF_000251,SSG_003668,test
2,142,3147,MOL_002227,SCF_000251,SSG_002295,test
2,142,3148,MOL_002227,SCF_000251,SSG_002295,test
2,142,3154,MOL_003529,SCF_000251,SSG_003671,test
2,142,3372,MOL_000518,SCF_000251,SSG_000523,test
2,142,3373,MOL_000518,SCF_000251,SSG_000524,test
2,142,3413,MOL_002051,SCF_000251,SSG_002108,test
2,142,3414,MOL_001823,SCF_000251,SSG_001867,test
2,142,3726,MOL_003524,SCF_000251,SSG_003664,test
2,142,3731,MOL_003526,SCF_000251,SSG_003666,test
2,142,3874,MOL_002226,SCF_000251,SSG_002294,test
2,142,3875,MOL_001744,SCF_000251,SSG_001785,test
2,142,4570,MOL_001821,SCF_000251,SSG_001865,test
2,142,4946,MOL_001583,SCF_000251,SSG_001619,test
2,142,4959,MOL_000482,SCF_000251,SSG_000487,test
2,142,606,MOL_000985,SCF_000612,SSG_001009,test
2,142,341,MOL_000966,SCF_000627,SSG_000990,test
2,142,5007,MOL_003388,SCF_000179,SSG_003511,test
2,142,2333,MOL_003851,SCF_000560,SSG_004030,test
2,142,2465,MOL_002960,SCF_000560,SSG_003067,test
2,142,2466,MOL_002805,SCF_000560,SSG_002904,test
2,142,2467,MOL_002915,SCF_000560,SSG_003019,test
2,142,2514,MOL_003166,SCF_000560,SSG_003278,test
2,142,2515,MOL_003185,SCF_000560,SSG_003297,test
2,142,2516,MOL_003199,SCF_000560,SSG_003311,test
2,142,2677,MOL_002652,SCF_000560,SSG_002745,test
2,142,2749,MOL_002043,SCF_000560,SSG_002102,test
2,142,2750,MOL_002400,SCF_000560,SSG_002475,test
2,142,2751,MOL_002489,SCF_000560,SSG_002571,test
2,142,2825,MOL_003064,SCF_000560,SSG_003174,test
2,142,3023,MOL_002044,SCF_000560,SSG_002101,test
2,142,3165,MOL_000517,SCF_000560,SSG_000522,test
2,142,3379,MOL_003115,SCF_000560,SSG_003226,test
2,142,3387,MOL_003056,SCF_000560,SSG_003166,test
2,142,3438,MOL_001879,SCF_000560,SSG_001923,test
2,142,3619,MOL_000030,SCF_000560,SSG_000030,test
2,142,4107,MOL_001735,SCF_000560,SSG_001776,test
2,142,4108,MOL_001735,SCF_000560,SSG_001776,test
2,142,4509,MOL_001442,SCF_000560,SSG_001476,test
2,142,2429,MOL_003545,SCF_000259,SSG_003691,test
2,142,2430,MOL_003545,SCF_000259,SSG_003691,test
2,142,2574,MOL_001253,SCF_000259,SSG_001287,test
2,142,2575,MOL_001253,SCF_000259,SSG_001287,test
2,142,2576,MOL_001253,SCF_000259,SSG_001287,test
2,142,2577,MOL_002926,SCF_000259,SSG_003032,test
2,142,2578,MOL_002926,SCF_000259,SSG_003033,test
2,142,2579,MOL_002847,SCF_000259,SSG_002948,test
2,142,2725,MOL_003546,SCF_000259,SSG_003690,test
2,142,2728,MOL_003540,SCF_000259,SSG_003685,test
2,142,2729,MOL_003540,SCF_000259,SSG_003685,test
2,142,2833,MOL_003232,SCF_000259,SSG_003345,test
2,142,2859,MOL_002657,SCF_000259,SSG_002750,test
2,142,2860,MOL_002657,SCF_000259,SSG_002751,test
2,142,2863,MOL_002846,SCF_000259,SSG_002947,test
2,142,2864,MOL_002846,SCF_000259,SSG_002947,test
2,142,2865,MOL_002846,SCF_000259,SSG_002947,test
2,142,2908,MOL_002147,SCF_000259,SSG_002212,test
2,142,2916,MOL_002413,SCF_000259,SSG_002489,test
2,142,2917,MOL_002413,SCF_000259,SSG_002490,test
2,142,2987,MOL_001252,SCF_000259,SSG_001286,test
2,142,2988,MOL_001252,SCF_000259,SSG_001286,test
2,142,3042,MOL_003539,SCF_000259,SSG_003683,test
2,142,3043,MOL_003539,SCF_000259,SSG_003684,test
2,142,3121,MOL_000243,SCF_000259,SSG_000247,test
2,142,3122,MOL_000243,SCF_000259,SSG_000247,test
2,142,3158,MOL_001439,SCF_000259,SSG_001473,test
2,142,3159,MOL_002502,SCF_000259,SSG_002584,test
2,142,3160,MOL_002502,SCF_000259,SSG_002584,test
2,142,3161,MOL_002146,SCF_000259,SSG_002211,test
2,142,3162,MOL_002146,SCF_000259,SSG_002211,test
2,142,3295,MOL_001251,SCF_000259,SSG_001285,test
2,142,3351,MOL_001250,SCF_000259,SSG_001284,test
2,142,3386,MOL_000524,SCF_000259,SSG_000530,test
2,142,3628,MOL_003535,SCF_000259,SSG_003678,test
2,142,3648,MOL_001128,SCF_000259,SSG_001157,test
2,142,3797,MOL_003538,SCF_000259,SSG_003682,test
2,142,3953,MOL_001249,SCF_000259,SSG_001283,test
2,142,3954,MOL_001249,SCF_000259,SSG_001283,test
2,142,3991,MOL_002679,SCF_000259,SSG_002773,test
2,142,4011,MOL_003542,SCF_000259,SSG_003687,test
2,142,4047,MOL_003532,SCF_000259,SSG_003675,test
2,142,4096,MOL_002680,SCF_000259,SSG_002774,test
2,142,4097,MOL_001248,SCF_000259,SSG_001282,test
2,142,4472,MOL_003534,SCF_000259,SSG_003677,test
2,142,4573,MOL_002678,SCF_000259,SSG_002772,test
2,142,1881,MOL_002335,SCF_000682,SSG_002411,test
2,142,2025,MOL_002336,SCF_000682,SSG_002410,test
2,142,4887,MOL_003505,SCF_000237,SSG_003642,test
2,142,584,MOL_000833,SCF_000633,SSG_000856,test
2,142,585,MOL_000831,SCF_000633,SSG_000854,test
2,142,892,MOL_000835,SCF_000633,SSG_000858,test
2,142,894,MOL_000834,SCF_000633,SSG_000857,test
2,142,900,MOL_000832,SCF_000633,SSG_000855,test
2,142,905,MOL_000836,SCF_000633,SSG_000859,test
2,142,4793,MOL_001752,SCF_000010,SSG_001793,test
2,142,2121,MOL_002562,SCF_000036,SSG_002646,test
2,142,3907,MOL_003591,SCF_000305,SSG_003739,test
2,142,4740,MOL_001664,SCF_000290,SSG_001704,test
2,142,794,MOL_003301,SCF_000071,SSG_003417,test
2,142,1806,MOL_001164,SCF_000340,SSG_001198,test
2,142,3329,MOL_003544,SCF_000258,SSG_003689,test
2,142,4754,MOL_001332,SCF_000456,SSG_001366,test
2,142,4872,MOL_001316,SCF_000456,SSG_001350,test
2,142,4873,MOL_001313,SCF_000456,SSG_001347,test
2,142,4948,MOL_001078,SCF_000456,SSG_001107,test
2,142,4949,MOL_001317,SCF_000456,SSG_001351,test
2,142,5091,MOL_001312,SCF_000456,SSG_001346,test
2,142,5092,MOL_001315,SCF_000456,SSG_001349,test
2,142,5058,MOL_001333,SCF_000151,SSG_001367,test
2,142,1027,MOL_002861,SCF_000005,SSG_002964,test
2,142,2342,MOL_003417,SCF_000169,SSG_003544,test
2,142,2343,MOL_003417,SCF_000169,SSG_003544,test
2,142,2344,MOL_003417,SCF_000169,SSG_003544,test
2,142,2345,MOL_003417,SCF_000169,SSG_003544,test
2,142,2346,MOL_003417,SCF_000169,SSG_003544,test
2,142,2522,MOL_001268,SCF_000169,SSG_001302,test
2,142,2523,MOL_002793,SCF_000169,SSG_002892,test
2,142,2524,MOL_002954,SCF_000169,SSG_003061,test
2,142,2525,MOL_002910,SCF_000169,SSG_003014,test
2,142,2607,MOL_003391,SCF_000169,SSG_003515,test
2,142,2609,MOL_003450,SCF_000169,SSG_003581,test
2,142,2695,MOL_003383,SCF_000169,SSG_003506,test
2,142,2696,MOL_003449,SCF_000169,SSG_003580,test
2,142,2882,MOL_002392,SCF_000169,SSG_002467,test
2,142,2883,MOL_002392,SCF_000169,SSG_002467,test
2,142,3011,MOL_003381,SCF_000169,SSG_003504,test
2,142,3012,MOL_003408,SCF_000169,SSG_003534,test
2,142,3013,MOL_003447,SCF_000169,SSG_003578,test
2,142,3115,MOL_000253,SCF_000169,SSG_000259,test
2,142,3125,MOL_000377,SCF_000169,SSG_000381,test
2,142,3126,MOL_000377,SCF_000169,SSG_000381,test
2,142,3128,MOL_000674,SCF_000169,SSG_000694,test
2,142,3145,MOL_001239,SCF_000169,SSG_001273,test
2,142,3152,MOL_003400,SCF_000169,SSG_003525,test
2,142,3352,MOL_000254,SCF_000169,SSG_000257,test
2,142,3353,MOL_000250,SCF_000169,SSG_000254,test
2,142,3388,MOL_000247,SCF_000169,SSG_000251,test
2,142,3630,MOL_000255,SCF_000169,SSG_000258,test
2,142,3631,MOL_000248,SCF_000169,SSG_000252,test
2,142,3727,MOL_003375,SCF_000169,SSG_003498,test
2,142,3729,MOL_003405,SCF_000169,SSG_003531,test
2,142,3730,MOL_003443,SCF_000169,SSG_003574,test
2,142,3876,MOL_001728,SCF_000169,SSG_001769,test
2,142,4224,MOL_000376,SCF_000169,SSG_000380,test
2,142,4296,MOL_000246,SCF_000169,SSG_000250,test
2,142,3321,MOL_003413,SCF_000164,SSG_003539,test
2,142,3322,MOL_003413,SCF_000164,SSG_003540,test
2,142,3323,MOL_003413,SCF_000164,SSG_003540,test
2,142,1679,MOL_003106,SCF_000450,SSG_003216,test
2,142,673,MOL_001495,SCF_000518,SSG_001529,test
2,142,1187,MOL_002538,SCF_000709,SSG_002620,test
2,142,3312,MOL_003479,SCF_000213,SSG_003611,test
2,142,3313,MOL_003479,SCF_000213,SSG_003612,test
2,142,3314,MOL_003479,SCF_000213,SSG_003612,test
2,142,4416,MOL_003507,SCF_000241,SSG_003644,test
2,142,3328,MOL_003537,SCF_000254,SSG_003681,test
2,142,3672,MOL_003231,SCF_000254,SSG_003343,test
2,142,3673,MOL_003231,SCF_000254,SSG_003344,test
2,142,3816,MOL_002138,SCF_000254,SSG_002203,test
2,142,3840,MOL_003536,SCF_000254,SSG_003679,test
2,142,3841,MOL_003536,SCF_000254,SSG_003680,test
2,142,4094,MOL_000523,SCF_000254,SSG_000529,test
2,142,4819,MOL_000606,SCF_000159,SSG_000623,test
2,142,489,MOL_003645,SCF_000517,SSG_003797,test
2,142,490,MOL_002663,SCF_000517,SSG_002757,test
2,142,492,MOL_002870,SCF_000517,SSG_002974,test
2,142,493,MOL_003644,SCF_000517,SSG_003796,test
2,142,494,MOL_003643,SCF_000517,SSG_003795,test
2,142,495,MOL_003642,SCF_000517,SSG_003794,test
2,142,686,MOL_003631,SCF_000517,SSG_003781,test
2,142,687,MOL_003218,SCF_000517,SSG_003330,test
2,142,688,MOL_003111,SCF_000517,SSG_003221,test
2,142,689,MOL_003241,SCF_000517,SSG_003354,test
2,142,690,MOL_003628,SCF_000517,SSG_003778,test
2,142,691,MOL_003629,SCF_000517,SSG_003779,test
2,142,692,MOL_001755,SCF_000517,SSG_001796,test
2,142,693,MOL_002852,SCF_000517,SSG_002953,test
2,142,694,MOL_002700,SCF_000517,SSG_002795,test
2,142,695,MOL_000443,SCF_000517,SSG_000448,test
2,142,696,MOL_002659,SCF_000517,SSG_002753,test
2,142,2318,MOL_003850,SCF_000559,SSG_004029,test
2,142,2319,MOL_003850,SCF_000559,SSG_004029,test
2,142,2320,MOL_003850,SCF_000559,SSG_004029,test
2,142,2321,MOL_003850,SCF_000559,SSG_004029,test
2,142,2322,MOL_003850,SCF_000559,SSG_004029,test
2,142,2323,MOL_003850,SCF_000559,SSG_004029,test
2,142,2324,MOL_003850,SCF_000559,SSG_004029,test
2,142,2325,MOL_003850,SCF_000559,SSG_004029,test
2,142,2331,MOL_003850,SCF_000559,SSG_004029,test
2,142,2332,MOL_003850,SCF_000559,SSG_004029,test
2,142,2454,MOL_002804,SCF_000559,SSG_002903,test
2,142,2455,MOL_002804,SCF_000559,SSG_002903,test
2,142,2456,MOL_002804,SCF_000559,SSG_002903,test
2,142,2462,MOL_002886,SCF_000559,SSG_002990,test
2,142,2463,MOL_002804,SCF_000559,SSG_002903,test
2,142,2464,MOL_002886,SCF_000559,SSG_002990,test
2,142,2504,MOL_003165,SCF_000559,SSG_003277,test
2,142,2505,MOL_003165,SCF_000559,SSG_003277,test
2,142,2506,MOL_003165,SCF_000559,SSG_003277,test
2,142,2512,MOL_003165,SCF_000559,SSG_003277,test
2,142,2513,MOL_003198,SCF_000559,SSG_003310,test
2,142,2655,MOL_002802,SCF_000559,SSG_002901,test
2,142,2702,MOL_002041,SCF_000559,SSG_002099,test
2,142,2703,MOL_002041,SCF_000559,SSG_002099,test
2,142,2704,MOL_002041,SCF_000559,SSG_002099,test
2,142,2705,MOL_002399,SCF_000559,SSG_002474,test
2,142,2711,MOL_002041,SCF_000559,SSG_002099,test
2,142,2712,MOL_002399,SCF_000559,SSG_002474,test
2,142,2767,MOL_002803,SCF_000559,SSG_002902,test
2,142,2809,MOL_003062,SCF_000559,SSG_003173,test
2,142,2810,MOL_003062,SCF_000559,SSG_003173,test
2,142,2816,MOL_003081,SCF_000559,SSG_003191,test
2,142,2817,MOL_003080,SCF_000559,SSG_003190,test
2,142,2820,MOL_003062,SCF_000559,SSG_003173,test
2,142,2827,MOL_003164,SCF_000559,SSG_003276,test
2,142,3093,MOL_002883,SCF_000559,SSG_002987,test
2,142,3118,MOL_003163,SCF_000559,SSG_003275,test
2,142,3333,MOL_002398,SCF_000559,SSG_002473,test
2,142,3375,MOL_003063,SCF_000559,SSG_003172,test
2,142,3377,MOL_003063,SCF_000559,SSG_003172,test
2,142,3378,MOL_003061,SCF_000559,SSG_003171,test
2,142,3597,MOL_000048,SCF_000559,SSG_000048,test
2,142,3598,MOL_000048,SCF_000559,SSG_000048,test
2,142,3599,MOL_000048,SCF_000559,SSG_000048,test
2,142,3603,MOL_000029,SCF_000559,SSG_000029,test
2,142,3604,MOL_000029,SCF_000559,SSG_000029,test
2,142,3608,MOL_000029,SCF_000559,SSG_000029,test
2,142,3858,MOL_000480,SCF_000559,SSG_000486,test
2,142,3859,MOL_000480,SCF_000559,SSG_000486,test
2,142,4025,MOL_003078,SCF_000559,SSG_003188,test
2,142,4026,MOL_003078,SCF_000559,SSG_003188,test
2,142,4027,MOL_002875,SCF_000559,SSG_002979,test
2,142,4057,MOL_000478,SCF_000559,SSG_000483,test
2,142,4208,MOL_002042,SCF_000559,SSG_002100,test
2,142,4241,MOL_000469,SCF_000559,SSG_000474,test
2,142,4242,MOL_000481,SCF_000559,SSG_000485,test
2,142,4331,MOL_001085,SCF_000559,SSG_001116,test
2,142,4434,MOL_001080,SCF_000559,SSG_001109,test
2,142,4435,MOL_001079,SCF_000559,SSG_001108,test
2,142,4436,MOL_001082,SCF_000559,SSG_001111,test
2,142,4557,MOL_001084,SCF_000559,SSG_001113,test
2,142,4585,MOL_001081,SCF_000559,SSG_001110,test
2,142,4586,MOL_001083,SCF_000559,SSG_001112,test
2,142,4587,MOL_001087,SCF_000559,SSG_001115,test
2,142,4880,MOL_001086,SCF_000559,SSG_001114,test
2,142,4743,MOL_000691,SCF_000068,SSG_000712,test
2,142,3515,MOL_003804,SCF_000404,SSG_003975,test
2,142,3516,MOL_003804,SCF_000404,SSG_003975,test
2,142,3517,MOL_003804,SCF_000404,SSG_003975,test
2,142,5015,MOL_001673,SCF_000210,SSG_001713,test
2,142,1668,MOL_003837,SCF_000522,SSG_004013,test
2,142,1688,MOL_002952,SCF_000522,SSG_003060,test
2,142,1698,MOL_003193,SCF_000522,SSG_003305,test
2,142,1714,MOL_003243,SCF_000522,SSG_003356,test
2,142,1731,MOL_001205,SCF_000522,SSG_001240,test
2,142,1761,MOL_003090,SCF_000522,SSG_003200,test
2,142,1769,MOL_003043,SCF_000522,SSG_003152,test
2,142,1777,MOL_002347,SCF_000522,SSG_002423,test
2,142,1785,MOL_003647,SCF_000522,SSG_003799,test
2,142,1792,MOL_002536,SCF_000522,SSG_002619,test
2,142,1797,MOL_002355,SCF_000522,SSG_002431,test
2,142,1813,MOL_002953,SCF_000522,SSG_003059,test
2,142,1824,MOL_002995,SCF_000522,SSG_003104,test
2,142,1827,MOL_000403,SCF_000522,SSG_000408,test
2,142,1830,MOL_001176,SCF_000522,SSG_001211,test
2,142,1837,MOL_002381,SCF_000522,SSG_002457,test
2,142,1838,MOL_002350,SCF_000522,SSG_002425,test
2,142,1843,MOL_002997,SCF_000522,SSG_003106,test
2,142,1847,MOL_002526,SCF_000522,SSG_002609,test
2,142,1854,MOL_002353,SCF_000522,SSG_002429,test
2,142,1859,MOL_001206,SCF_000522,SSG_001239,test
2,142,1874,MOL_003128,SCF_000522,SSG_003239,test
2,142,1876,MOL_003083,SCF_000522,SSG_003193,test
2,142,1884,MOL_000259,SCF_000522,SSG_000264,test
2,142,1891,MOL_002988,SCF_000522,SSG_003097,test
2,142,1899,MOL_000497,SCF_000522,SSG_000503,test
2,142,1900,MOL_002344,SCF_000522,SSG_002420,test
2,142,1901,MOL_001046,SCF_000522,SSG_001074,test
2,142,1904,MOL_002992,SCF_000522,SSG_003101,test
2,142,1910,MOL_002378,SCF_000522,SSG_002454,test
2,142,1922,MOL_002376,SCF_000522,SSG_002452,test
