observation_id,structure_solvent_group_id,fold
1246,SSG_000313,2
1247,SSG_000313,2
1248,SSG_001181,1
1249,SSG_001182,2
1250,SSG_001196,1
1251,SSG_001195,0
1252,SSG_001196,1
1253,SSG_001196,1
1254,SSG_001197,4
1255,SSG_001196,1
1256,SSG_001196,1
1257,SSG_001185,0
1258,SSG_003853,3
1259,SSG_003852,0
1260,SSG_003827,3
1261,SSG_003367,2
1262,SSG_003367,2
1263,SSG_003375,4
1264,SSG_003375,4
1265,SSG_003375,4
1266,SSG_003375,4
1267,SSG_003375,4
1268,SSG_003375,4
1269,SSG_003375,4
1270,SSG_003375,4
1271,SSG_003375,4
1272,SSG_003834,3
1273,SSG_003854,2
1274,SSG_002696,2
1275,SSG_002656,4
1276,SSG_003877,2
1277,SSG_003878,0
1278,SSG_003878,0
1279,SSG_003878,0
1280,SSG_003878,0
1281,SSG_003878,0
1282,SSG_003878,0
1283,SSG_003878,0
1284,SSG_003878,0
1285,SSG_003878,0
1286,SSG_003878,0
1287,SSG_003878,0
1288,SSG_003878,0
1289,SSG_003878,0
1290,SSG_003835,0
1291,SSG_003836,1
1292,SSG_003836,1
1293,SSG_003836,1
1294,SSG_003836,1
1295,SSG_003836,1
1296,SSG_003835,0
1297,SSG_003836,1
1298,SSG_003836,1
1299,SSG_003836,1
1300,SSG_003836,1
1301,SSG_003368,3
1302,SSG_003376,0
1303,SSG_003377,1
1304,SSG_003369,4
1305,SSG_003837,4
1306,SSG_003838,2
1307,SSG_003839,3
1308,SSG_003881,1
1309,SSG_003879,3
1310,SSG_003880,4
1311,SSG_000174,1
1312,SSG_000287,3
1313,SSG_002770,0
1314,SSG_002765,1
1315,SSG_002765,1
1316,SSG_002765,1
1317,SSG_002765,1
1318,SSG_002765,1
1319,SSG_000708,1
1320,SSG_000707,4
1321,SSG_000707,4
1322,SSG_001063,1
1323,SSG_001064,3
1324,SSG_001068,4
1325,SSG_001068,4
1326,SSG_003361,1
1327,SSG_003360,3
1328,SSG_000433,0
1329,SSG_000433,0
1330,SSG_003450,2
1331,SSG_002984,3
1332,SSG_002313,2
1333,SSG_001504,3
1334,SSG_003362,4
1335,SSG_003362,4
1336,SSG_003359,2
1337,SSG_003359,2
1338,SSG_001294,1
1339,SSG_001294,1
1340,SSG_001299,0
1341,SSG_001299,0
1342,SSG_003443,2
1343,SSG_003443,2
1344,SSG_003443,2
1345,SSG_003443,2
1346,SSG_003444,0
1347,SSG_003443,2
1348,SSG_003453,4
1349,SSG_003453,4
1350,SSG_003453,4
1351,SSG_003453,4
1352,SSG_003453,4
1353,SSG_003454,4
1354,SSG_003453,4
1355,SSG_003039,1
1356,SSG_003001,2
1357,SSG_003001,2
1358,SSG_002998,3
1359,SSG_002995,2
1360,SSG_003040,3
1361,SSG_003826,2
1362,SSG_003840,3
1363,SSG_003841,0
1364,SSG_003841,0
1365,SSG_003882,0
1366,SSG_003882,0
1367,SSG_002642,0
1368,SSG_002672,4
1369,SSG_003830,1
1370,SSG_003874,0
1371,SSG_003874,0
1372,SSG_003872,4
1373,SSG_003855,4
1374,SSG_003855,4
1375,SSG_003865,4
1376,SSG_003865,4
1377,SSG_003831,4
1378,SSG_003159,3
1379,SSG_003160,1
1380,SSG_003161,2
1381,SSG_002686,3
1382,SSG_002686,3
1383,SSG_002686,3
1384,SSG_002686,3
1385,SSG_002686,3
1386,SSG_002686,3
1387,SSG_002686,3
1388,SSG_002686,3
1389,SSG_002686,3
1390,SSG_002686,3
1391,SSG_002647,2
1392,SSG_002647,2
1393,SSG_002647,2
1394,SSG_000246,4
1395,SSG_000690,3
1396,SSG_000825,4
1397,SSG_000508,1
1398,SSG_000509,4
1399,SSG_000509,4
1400,SSG_000692,0
1401,SSG_000692,0
1402,SSG_000692,0
1403,SSG_001180,0
1404,SSG_001192,2
1405,SSG_001193,1
1406,SSG_001193,1
1407,SSG_001193,1
1408,SSG_000829,1
1409,SSG_000829,1
1410,SSG_000829,1
1411,SSG_000829,1
1412,SSG_000691,4
1413,SSG_000826,0
1414,SSG_003959,0
1415,SSG_003965,2
1416,SSG_000510,0
1417,SSG_000510,0
1418,SSG_003960,1
1419,SSG_003966,3
1420,SSG_003967,4
1421,SSG_003961,2
1422,SSG_001163,0
1423,SSG_003761,3
1424,SSG_003760,2
1425,SSG_001408,1
1426,SSG_001408,1
1427,SSG_001408,1
1428,SSG_001419,3
1429,SSG_001419,3
1430,SSG_001419,3
1431,SSG_001419,3
1432,SSG_001419,3
1433,SSG_001419,3
1434,SSG_001208,0
1435,SSG_002740,4
1436,SSG_002740,4
1437,SSG_003441,3
1438,SSG_003441,3
1439,SSG_003452,1
1440,SSG_003452,1
1441,SSG_002339,3
1442,SSG_002338,0
1443,SSG_002329,3
1444,SSG_002347,0
1445,SSG_002318,1
1446,SSG_003445,3
1447,SSG_003455,0
1448,SSG_002694,2
1449,SSG_002654,3
1450,SSG_001326,3
1451,SSG_003370,0
1452,SSG_003370,0
1453,SSG_003371,1
1454,SSG_003370,0
1455,SSG_003370,0
1456,SSG_003370,0
1457,SSG_003370,0
1458,SSG_003372,2
1459,SSG_003372,2
1460,SSG_003869,0
1461,SSG_003870,1
1462,SSG_003870,1
1463,SSG_003860,0
1464,SSG_003860,0
1465,SSG_003861,3
1466,SSG_003861,3
1467,SSG_003861,3
1468,SSG_003829,4
1469,SSG_003828,0
1470,SSG_003856,1
1471,SSG_003110,1
1472,SSG_003110,1
1473,SSG_003110,1
1474,SSG_003110,1
1475,SSG_003110,1
1476,SSG_003110,1
1477,SSG_003110,1
1478,SSG_003217,0
1479,SSG_000261,4
1480,SSG_000808,3
1481,SSG_001062,2
1482,SSG_000809,0
1483,SSG_001066,4
1484,SSG_000249,0
1485,SSG_000823,2
1486,SSG_000460,1
1487,SSG_001089,0
1488,SSG_000702,4
1489,SSG_001144,4
1490,SSG_001144,4
1491,SSG_001144,4
1492,SSG_001144,4
1493,SSG_001144,4
1494,SSG_001148,4
1495,SSG_001148,4
1496,SSG_001148,4
1497,SSG_001148,4
1498,SSG_001148,4
1499,SSG_000412,4
1500,SSG_001149,2
1501,SSG_000385,3
1502,SSG_000384,0
1503,SSG_003788,1
1504,SSG_003787,1
1505,SSG_003790,3
1506,SSG_003790,3
1507,SSG_003789,2
1508,SSG_003791,0
1509,SSG_001417,0
1510,SSG_001319,2
1511,SSG_001298,1
1512,SSG_002671,4
1513,SSG_000827,0
1514,SSG_000827,0
1515,SSG_000827,0
1516,SSG_000803,1
1517,SSG_000824,4
1518,SSG_000806,1
1519,SSG_000497,2
1520,SSG_002680,3
1521,SSG_001517,3
1522,SSG_001518,4
1523,SSG_003415,4
1524,SSG_001418,1
1525,SSG_004004,1
1526,SSG_004004,1
1527,SSG_004005,2
1528,SSG_004006,3
1529,SSG_004004,1
1530,SSG_004004,1
1531,SSG_004006,3
1532,SSG_004001,4
1533,SSG_004000,3
1534,SSG_004002,4
1535,SSG_004008,3
1536,SSG_004008,3
1537,SSG_001416,2
1538,SSG_000024,2
1539,SSG_000021,4
1540,SSG_004071,4
1541,SSG_004071,4
1542,SSG_004075,2
1543,SSG_004075,2
1544,SSG_003867,3
1545,SSG_003867,3
1546,SSG_004067,3
1547,SSG_004066,2
1548,SSG_002689,2
1549,SSG_001412,1
1550,SSG_000075,2
1551,SSG_003412,2
1552,SSG_003981,3
1553,SSG_003983,3
1554,SSG_003982,2
1555,SSG_003983,3
1556,SSG_003984,4
1557,SSG_003983,3
1558,SSG_002792,4
1559,SSG_002792,4
1560,SSG_003056,1
1561,SSG_003013,2
1562,SSG_004014,1
1563,SSG_002591,3
1564,SSG_002596,1
1565,SSG_003383,0
1566,SSG_003383,0
1567,SSG_003383,0
1568,SSG_003383,0
1569,SSG_003383,0
1570,SSG_003857,0
1571,SSG_003857,0
1572,SSG_002593,4
1573,SSG_002597,2
1574,SSG_002592,3
1575,SSG_002649,1
1576,SSG_003293,4
1577,SSG_003465,1
1578,SSG_003465,1
1579,SSG_003465,1
1580,SSG_003466,0
1581,SSG_003466,0
1582,SSG_003466,0
1583,SSG_002691,0
1584,SSG_000790,2
1585,SSG_001415,4
1586,SSG_002786,4
1587,SSG_001409,4
1588,SSG_003052,1
1589,SSG_002787,1
1590,SSG_003053,0
1591,SSG_003053,0
1592,SSG_003011,0
1593,SSG_003350,3
1594,SSG_003990,4
1595,SSG_001935,1
1596,SSG_001935,1
1597,SSG_002798,0
1598,SSG_002557,0
1599,SSG_002426,0
1600,SSG_003988,2
1601,SSG_003850,2
1602,SSG_003850,2
1603,SSG_003993,4
1604,SSG_003991,0
1605,SSG_003992,2
1606,SSG_003994,2
1607,SSG_003270,1
1608,SSG_001507,4
1609,SSG_001141,3
1610,SSG_001413,2
1611,SSG_001147,0
1612,SSG_000482,4
1613,SSG_000478,0
1614,SSG_000383,4
1615,SSG_004011,2
1616,SSG_001295,2
1617,SSG_002771,1
1618,SSG_002424,2
1619,SSG_002789,2
1620,SSG_003012,1
1621,SSG_003055,0
1622,SSG_003842,2
1623,SSG_003000,0
1624,SSG_003037,0
1625,SSG_001952,3
1626,SSG_002462,1
1627,SSG_002562,3
1628,SSG_003198,1
1629,SSG_003943,1
1630,SSG_001414,3
1631,SSG_001411,0
1632,SSG_003845,4
1633,SSG_003849,2
1634,SSG_004065,1
1635,SSG_003167,2
1636,SSG_003315,4
1637,SSG_002650,3
1638,SSG_000459,0
1639,SSG_000511,2
1640,SSG_002595,0
1641,SSG_002590,2
1642,SSG_002589,1
1643,SSG_002594,1
1644,SSG_003382,2
1645,SSG_003382,2
1646,SSG_003381,3
1647,SSG_003381,3
1648,SSG_003381,3
1649,SSG_003381,3
1650,SSG_003381,3
1651,SSG_003381,3
1652,SSG_003381,3
1653,SSG_003381,3
1654,SSG_003379,1
1655,SSG_000481,2
1656,SSG_000477,1
1657,SSG_003348,1
1658,SSG_003962,4
1659,SSG_000709,1
1660,SSG_003792,4
1661,SSG_000350,0
1662,SSG_000346,4
1663,SSG_000382,2
1664,SSG_004063,4
1665,SSG_002611,2
1666,SSG_002336,4
1667,SSG_004012,2
1668,SSG_004013,0
1669,SSG_001924,1
1670,SSG_002556,3
1671,SSG_002337,3
1672,SSG_000074,3
1673,SSG_004064,0
1674,SSG_003844,4
1675,SSG_001189,4
1676,SSG_001315,4
1677,SSG_003951,4
1678,SSG_003952,1
1679,SSG_003216,0
1680,SSG_002978,2
1681,SSG_001300,0
1682,SSG_003303,2
1683,SSG_003302,1
1684,SSG_000328,3
1685,SSG_002307,4
1686,SSG_001933,0
1687,SSG_003058,3
1688,SSG_003060,4
1689,SSG_001472,0
1690,SSG_003780,0
1691,SSG_000294,0
1692,SSG_000348,3
1693,SSG_002813,3
1694,SSG_000782,3
1695,SSG_000054,0
1696,SSG_002688,1
1697,SSG_003304,3
1698,SSG_003305,2
1699,SSG_002861,2
1700,SSG_000388,3
1701,SSG_003846,0
1702,SSG_002534,1
1703,SSG_002538,0
1704,SSG_002543,0
1705,SSG_002541,4
1706,SSG_003767,3
1707,SSG_001207,3
1708,SSG_001206,2
1709,SSG_000023,3
1710,SSG_003163,0
1711,SSG_002306,3
1712,SSG_002317,4
1713,SSG_003355,1
1714,SSG_003356,2
1715,SSG_003873,3
1716,SSG_000531,1
1717,SSG_003332,3
1718,SSG_003335,0
1719,SSG_003333,3
1720,SSG_003337,1
1721,SSG_003380,2
1722,SSG_003380,2
1723,SSG_003380,2
1724,SSG_003380,2
1725,SSG_003380,2
1726,SSG_001329,0
1727,SSG_001328,1
1728,SSG_001331,3
1729,SSG_001330,2
1730,SSG_001238,2
1731,SSG_001240,2
1732,SSG_004007,0
1733,SSG_000297,2
1734,SSG_000297,2
1735,SSG_000297,2
1736,SSG_000297,2
1737,SSG_000292,0
1738,SSG_000311,0
1739,SSG_004003,0
1740,SSG_000286,4
1741,SSG_004009,4
1742,SSG_002834,4
1743,SSG_000022,1
1744,SSG_002648,1
1745,SSG_002687,2
1746,SSG_002857,3
1747,SSG_002858,0
1748,SSG_001244,3
1749,SSG_000326,0
1750,SSG_003208,3
1751,SSG_003208,3
1752,SSG_003206,4
1753,SSG_003206,4
1754,SSG_003209,0
1755,SSG_003207,2
1756,SSG_000025,0
1757,SSG_002817,0
1758,SSG_002817,0
1759,SSG_002863,3
1760,SSG_003199,0
1761,SSG_003200,3
1762,SSG_002876,0
1763,SSG_002885,4
1764,SSG_002885,4
1765,SSG_002885,4
1766,SSG_000389,2
1767,SSG_002830,3
1768,SSG_003151,2
1769,SSG_003152,4
1770,SSG_000387,1
1771,SSG_003848,0
1772,SSG_000479,3
1773,SSG_001280,3
1774,SSG_001279,2
1775,SSG_003470,2
1776,SSG_003863,1
1777,SSG_002423,1
1778,SSG_000173,0
1779,SSG_000288,1
1780,SSG_000268,3
1781,SSG_000272,2
1782,SSG_000276,0
1783,SSG_002981,4
1784,SSG_003798,0
1785,SSG_003799,1
1786,SSG_000757,0
1787,SSG_002811,1
1788,SSG_000293,4
1789,SSG_002855,0
1790,SSG_002856,4
1791,SSG_002617,2
1792,SSG_002619,0
1793,SSG_002812,2
1794,SSG_001179,0
1795,SSG_004010,1
1796,SSG_002854,2
1797,SSG_002431,0
1798,SSG_000280,4
1799,SSG_000269,4
1800,SSG_003291,2
1801,SSG_002311,4
1802,SSG_002836,3
1803,SSG_003843,1
1804,SSG_003851,3
1805,SSG_003847,1
1806,SSG_001198,2
1807,SSG_000473,4
1808,SSG_004072,4
1809,SSG_004077,0
1810,SSG_004073,0
1811,SSG_004078,0
1812,SSG_003057,2
1813,SSG_003059,3
1814,SSG_003964,1
1815,SSG_002873,1
1816,SSG_002878,1
1817,SSG_002875,3
1818,SSG_002884,3
1819,SSG_002883,1
1820,SSG_002874,2
1821,SSG_001881,2
1822,SSG_002977,0
1823,SSG_003103,4
1824,SSG_003104,1
1825,SSG_000266,1
1826,SSG_000406,2
1827,SSG_000408,3
1828,SSG_004076,3
1829,SSG_004076,3
1830,SSG_001211,4
1831,SSG_000169,2
1832,SSG_000171,2
1833,SSG_000164,1
1834,SSG_000680,1
1835,SSG_000716,0
1836,SSG_002815,4
1837,SSG_002457,2
1838,SSG_002425,3
1839,SSG_000291,3
1840,SSG_002586,4
1841,SSG_003109,4
1842,SSG_003105,0
1843,SSG_003106,0
1844,SSG_000172,1
1845,SSG_000166,4
1846,SSG_002607,0
1847,SSG_002609,3
1848,SSG_003449,0
1849,SSG_000464,0
1850,SSG_000464,0
1851,SSG_000464,0
1852,SSG_000463,4
1853,SSG_000463,4
1854,SSG_002429,1
1855,SSG_000279,2
1856,SSG_000273,1
1857,SSG_000277,3
1858,SSG_001237,2
1859,SSG_001239,4
1860,SSG_002340,1
1861,SSG_002544,2
1862,SSG_002542,3
1863,SSG_002535,3
1864,SSG_002539,1
1865,SSG_000310,2
1866,SSG_000310,2
1867,SSG_003205,1
1868,SSG_003203,4
1869,SSG_003204,0
1870,SSG_003204,0
1871,SSG_003202,1
1872,SSG_003202,1
1873,SSG_003238,3
1874,SSG_003239,4
1875,SSG_003963,0
1876,SSG_003193,4
1877,SSG_002397,4
1878,SSG_002396,2
1879,SSG_002881,2
1880,SSG_002879,2
1881,SSG_002411,3
1882,SSG_002409,1
1883,SSG_000472,3
1884,SSG_000264,3
1885,SSG_001320,3
1886,SSG_001318,1
1887,SSG_001318,1
1888,SSG_001322,0
1889,SSG_001316,3
1890,SSG_003096,4
1891,SSG_003097,1
1892,SSG_002391,2
1893,SSG_002384,4
1894,SSG_002640,1
1895,SSG_002641,1
1896,SSG_002393,0
1897,SSG_002386,0
1898,SSG_000501,1
1899,SSG_000503,3
1900,SSG_002420,1
1901,SSG_001074,2
1902,SSG_001241,0
1903,SSG_003100,2
1904,SSG_003101,0
1905,SSG_000756,3
1906,SSG_002799,1
1907,SSG_000167,2
1908,SSG_002685,0
1909,SSG_000265,0
1910,SSG_002454,1
1911,SSG_002443,0
1912,SSG_002862,4
1913,SSG_002835,3
1914,SSG_001140,2
1915,SSG_002610,4
1916,SSG_000057,3
1917,SSG_000058,0
1918,SSG_000058,0
1919,SSG_000056,2
1920,SSG_000059,4
1921,SSG_002441,2
1922,SSG_002452,2
1923,SSG_002603,4
1924,SSG_002605,3
1925,SSG_000454,1
1926,SSG_000455,3
1927,SSG_000170,3
1928,SSG_000165,0
1929,SSG_001589,0
1930,SSG_001591,0
1931,SSG_002400,1
1932,SSG_002402,3
1933,SSG_001906,1
1934,SSG_001908,3
1935,SSG_000308,0
1936,SSG_000308,0
1937,SSG_000303,4
1938,SSG_000303,4
1939,SSG_000298,4
1940,SSG_000298,4
1941,SSG_002421,0
1942,SSG_002422,4
1943,SSG_003139,1
1944,SSG_003140,0
1945,SSG_002616,4
1946,SSG_002618,0
1947,SSG_002558,4
1948,SSG_002561,3
1949,SSG_000305,3
1950,SSG_000305,3
1951,SSG_000309,1
1952,SSG_000309,1
1953,SSG_002388,2
1954,SSG_002430,4
1955,SSG_003081,3
1956,SSG_003081,3
1957,SSG_001190,0
1958,SSG_003352,3
1959,SSG_002417,0
1960,SSG_000275,3
1961,SSG_003154,0
1962,SSG_003156,2
1963,SSG_003331,4
1964,SSG_003334,0
1965,SSG_003336,4
1966,SSG_003128,0
1967,SSG_003129,1
1968,SSG_001317,0
1969,SSG_001321,4
1970,SSG_002438,2
1971,SSG_002448,3
1972,SSG_003046,3
1973,SSG_003048,3
1974,SSG_003049,4
1975,SSG_003047,4
1976,SSG_002820,1
1977,SSG_000405,1
1978,SSG_000407,4
1979,SSG_003646,1
1980,SSG_003647,4
1981,SSG_003155,1
1982,SSG_002450,0
1983,SSG_001209,4
1984,SSG_001210,0
1985,SSG_001184,4
1986,SSG_001183,3
1987,SSG_000306,3
1988,SSG_000306,3
1989,SSG_002445,2
1990,SSG_002456,4
1991,SSG_001625,4
1992,SSG_001625,4
1993,SSG_001627,1
1994,SSG_001627,1
1995,SSG_000386,0
1996,SSG_000290,2
1997,SSG_000271,2
1998,SSG_002606,1
1999,SSG_002608,2
2000,SSG_001510,1
2001,SSG_001510,1
2002,SSG_000327,2
2003,SSG_000304,2
2004,SSG_000304,2
2005,SSG_002427,3
2006,SSG_002428,2
2007,SSG_002684,2
2008,SSG_002560,2
2009,SSG_000168,4
2010,SSG_000162,4
2011,SSG_003481,2
2012,SSG_003482,2
2013,SSG_003098,0
2014,SSG_003099,1
2015,SSG_001440,4
2016,SSG_001442,0
2017,SSG_002814,4
2018,SSG_003094,3
2019,SSG_003095,2
2020,SSG_002681,4
2021,SSG_002414,3
2022,SSG_001914,2
2023,SSG_001606,3
2024,SSG_003374,4
2025,SSG_002410,2
2026,SSG_002408,0
2027,SSG_000262,0
2028,SSG_000263,2
2029,SSG_002551,4
2030,SSG_002553,3
2031,SSG_002816,4
2032,SSG_002816,4
2033,SSG_002554,2
2034,SSG_002552,0
2035,SSG_002392,3
2036,SSG_002385,4
2037,SSG_000500,0
2038,SSG_000502,2
2039,SSG_002418,1
2040,SSG_002419,2
2041,SSG_001072,3
2042,SSG_001073,0
2043,SSG_000289,0
2044,SSG_000278,1
2045,SSG_000270,0
2046,SSG_000274,4
2047,SSG_002829,4
2048,SSG_001511,2
2049,SSG_001511,2
2050,SSG_001508,4
2051,SSG_001508,4
2052,SSG_002859,1
2053,SSG_002860,4
2054,SSG_002695,3
2055,SSG_002864,3
2056,SSG_000163,0
2057,SSG_000179,0
2058,SSG_000536,4
2059,SSG_002453,4
2060,SSG_002442,3
2061,SSG_002446,4
2062,SSG_002458,3
2063,SSG_002440,1
2064,SSG_002451,1
2065,SSG_002602,2
2066,SSG_002604,1
2067,SSG_001090,2
2068,SSG_001235,0
2069,SSG_001905,2
2070,SSG_001907,3
2071,SSG_002399,0
2072,SSG_002401,2
2073,SSG_001588,1
2074,SSG_001590,1
2075,SSG_001236,1
2076,SSG_002559,1
2077,SSG_003042,2
2078,SSG_003044,1
2079,SSG_003045,2
2080,SSG_003043,0
2081,SSG_001153,4
2082,SSG_001151,3
2083,SSG_002809,0
2084,SSG_000160,0
2085,SSG_002383,3
2086,SSG_002387,1
2087,SSG_001441,3
2088,SSG_001443,1
2089,SSG_001623,2
2090,SSG_001623,2
2091,SSG_003378,3
2092,SSG_001624,4
2093,SSG_001624,4
2094,SSG_002415,0
2095,SSG_002416,4
2096,SSG_000161,3
2097,SSG_001621,3
2098,SSG_001621,3
2099,SSG_002655,2
2100,SSG_000307,4
2101,SSG_000307,4
2102,SSG_000301,1
2103,SSG_000301,1
2104,SSG_002806,0
2105,SSG_001622,1
2106,SSG_001622,1
2107,SSG_002800,2
2108,SSG_002877,4
2109,SSG_002444,1
2110,SSG_002455,0
2111,SSG_002437,4
2112,SSG_002447,4
2113,SSG_001475,0
2114,SSG_002682,0
2115,SSG_003413,3
2116,SSG_003414,1
2117,SSG_001231,1
2118,SSG_002449,3
2119,SSG_002439,4
2120,SSG_002683,1
2121,SSG_002646,0
2122,SSG_002999,3
2123,SSG_002996,2
2124,SSG_001432,2
2125,SSG_001436,1
2126,SSG_002819,1
2127,SSG_001438,2
2128,SSG_001434,3
2129,SSG_000302,1
2130,SSG_000302,1
2131,SSG_002547,2
2132,SSG_002549,0
2133,SSG_002550,1
2134,SSG_002548,3
2135,SSG_001154,1
2136,SSG_001152,2
2137,SSG_002555,4
2138,SSG_001506,2
2139,SSG_003131,3
2140,SSG_003132,4
2141,SSG_003373,3
2142,SSG_002810,3
2143,SSG_002808,2
2144,SSG_002805,4
2145,SSG_000299,4
2146,SSG_000299,4
2147,SSG_002412,4
2148,SSG_002413,3
2149,SSG_001604,0
2150,SSG_001605,2
2151,SSG_001912,2
2152,SSG_001913,1
2153,SSG_002390,1
2154,SSG_001218,4
2155,SSG_001220,1
2156,SSG_001224,3
2157,SSG_001228,2
2158,SSG_001232,2
2159,SSG_000300,0
2160,SSG_000300,0
2161,SSG_001433,2
2162,SSG_001437,0
2163,SSG_001222,1
2164,SSG_001226,4
2165,SSG_001230,3
2166,SSG_002818,4
2167,SSG_000534,3
2168,SSG_000535,1
2169,SSG_001439,3
2170,SSG_001435,4
2171,SSG_001423,4
2172,SSG_003141,2
2173,SSG_001505,3
2174,SSG_000677,2
2175,SSG_001223,0
2176,SSG_000065,4
2177,SSG_001374,1
2178,SSG_001376,2
2179,SSG_001221,2
2180,SSG_001225,1
2181,SSG_001229,0
2182,SSG_001422,3
2183,SSG_001626,0
2184,SSG_001626,0
2185,SSG_001628,2
2186,SSG_001628,2
2187,SSG_001934,2
2188,SSG_001943,2
2189,SSG_002807,1
2190,SSG_000319,0
2191,SSG_001375,4
2192,SSG_001377,0
2193,SSG_000064,3
2194,SSG_000063,4
2195,SSG_002882,0
2196,SSG_000281,0
2197,SSG_001092,4
2198,SSG_001094,1
2199,SSG_001096,3
2200,SSG_000212,1
2201,SSG_000213,4
2202,SSG_001370,3
2203,SSG_001372,3
2204,SSG_001483,1
2205,SSG_001484,1
2206,SSG_000693,4
2207,SSG_000318,2
2208,SSG_001234,3
2209,SSG_002880,3
2210,SSG_001821,0
2211,SSG_001909,4
2212,SSG_001371,0
2213,SSG_001373,4
2214,SSG_002389,3
2215,SSG_001233,4
2216,SSG_001219,2
2217,SSG_001227,1
2218,SSG_003411,0
2219,SSG_001216,0
2220,SSG_001217,3
2221,SSG_000267,2
2222,SSG_000284,0
2223,SSG_000284,0
2224,SSG_000285,3
2225,SSG_000282,1
2226,SSG_000282,1
2227,SSG_001191,3
2228,SSG_000283,2
2229,SSG_000283,2
2230,SSG_001093,0
2231,SSG_001095,2
2232,SSG_000538,0
2233,SSG_003137,1
2234,SSG_003136,1
2235,SSG_003351,4
2236,SSG_003353,0
2237,SSG_004020,3
2238,SSG_004019,2
2239,SSG_004019,2
2240,SSG_004038,1
2241,SSG_004038,1
2242,SSG_004038,1
2243,SSG_004050,3
2244,SSG_004050,3
2245,SSG_004021,4
2246,SSG_004021,4
2247,SSG_004021,4
2248,SSG_004021,4
2249,SSG_004021,4
2250,SSG_004021,4
2251,SSG_004021,4
2252,SSG_004022,0
2253,SSG_004021,4
2254,SSG_004021,4
2255,SSG_004021,4
2256,SSG_004021,4
2257,SSG_004021,4
2258,SSG_004021,4
2259,SSG_004021,4
2260,SSG_004021,4
2261,SSG_004021,4
2262,SSG_004021,4
2263,SSG_004021,4
2264,SSG_004021,4
2265,SSG_004021,4
2266,SSG_004021,4
2267,SSG_004040,0
2268,SSG_004040,0
2269,SSG_004040,0
2270,SSG_004040,0
2271,SSG_004040,0
2272,SSG_004040,0
2273,SSG_004040,0
2274,SSG_004040,0
2275,SSG_004040,0
2276,SSG_004040,0
2277,SSG_004040,0
2278,SSG_004040,0
2279,SSG_004041,2
2280,SSG_004040,0
2281,SSG_004040,0
2282,SSG_004040,0
2283,SSG_004040,0
2284,SSG_004040,0
2285,SSG_004040,0
2286,SSG_004032,1
2287,SSG_004032,1
2288,SSG_004032,1
2289,SSG_004031,4
2290,SSG_004025,2
2291,SSG_004025,2
2292,SSG_004044,1
2293,SSG_004047,1
2294,SSG_004047,1
2295,SSG_004047,1
2296,SSG_004023,1
2297,SSG_004028,3
2298,SSG_004023,1
2299,SSG_004023,1
2300,SSG_004042,3
2301,SSG_004042,3
2302,SSG_004026,0
2303,SSG_004026,0
2304,SSG_004026,0
2305,SSG_004026,0
2306,SSG_004026,0
2307,SSG_004026,0
2308,SSG_004026,0
2309,SSG_004026,0
2310,SSG_004026,0
2311,SSG_004027,0
2312,SSG_004045,4
2313,SSG_004045,4
2314,SSG_004046,0
2315,SSG_004045,4
2316,SSG_004045,4
2317,SSG_004046,0
2318,SSG_004029,4
2319,SSG_004029,4
2320,SSG_004029,4
2321,SSG_004029,4
2322,SSG_004029,4
2323,SSG_004029,4
2324,SSG_004029,4
2325,SSG_004029,4
2326,SSG_004048,4
2327,SSG_004048,4
2328,SSG_004048,4
2329,SSG_004048,4
2330,SSG_004048,4
2331,SSG_004029,4
2332,SSG_004029,4
2333,SSG_004030,0
2334,SSG_000188,3
2335,SSG_003743,1
2336,SSG_003742,3
2337,SSG_003742,3
2338,SSG_003735,0
2339,SSG_003735,0
2340,SSG_003735,0
2341,SSG_003541,0
2342,SSG_003544,3
2343,SSG_003544,3
2344,SSG_003544,3
2345,SSG_003544,3
2346,SSG_003544,3
2347,SSG_003628,2
2348,SSG_003628,2
2349,SSG_003628,2
2350,SSG_003628,2
2351,SSG_003672,4
2352,SSG_003673,0
2353,SSG_003672,4
2354,SSG_003672,4
2355,SSG_003653,2
2356,SSG_003653,2
2357,SSG_003065,3
2358,SSG_003065,3
2359,SSG_003078,4
2360,SSG_003078,4
2361,SSG_003078,4
2362,SSG_003078,4
2363,SSG_003078,4
2364,SSG_003017,4
2365,SSG_003017,4
2366,SSG_002898,2
2367,SSG_002898,2
2368,SSG_002898,2
2369,SSG_002898,2
2370,SSG_002898,2
2371,SSG_002898,2
2372,SSG_002898,2
2373,SSG_003027,1
2374,SSG_003027,1
2375,SSG_003027,1
2376,SSG_002931,3
2377,SSG_002931,3
2378,SSG_002931,3
2379,SSG_002931,3
2380,SSG_002931,3
2381,SSG_002966,4
2382,SSG_002989,2
2383,SSG_003028,2
2384,SSG_002933,0
2385,SSG_003562,1
2386,SSG_003562,1
2387,SSG_003562,1
2388,SSG_003563,4
2389,SSG_003562,1
2390,SSG_003562,1
2391,SSG_003562,1
2392,SSG_003563,4
2393,SSG_003562,1
2394,SSG_003562,1
2395,SSG_003562,1
2396,SSG_003562,1
2397,SSG_003562,1
2398,SSG_003562,1
2399,SSG_003562,1
2400,SSG_003637,0
2401,SSG_003637,0
2402,SSG_003636,3
2403,SSG_003636,3
2404,SSG_003636,3
2405,SSG_003636,3
2406,SSG_003636,3
2407,SSG_003637,0
2408,SSG_003637,0
2409,SSG_003637,0
2410,SSG_003636,3
