observation_id,molecule_group_id,fold
1247,MOL_000309,5
1248,MOL_001151,3
1249,MOL_001151,3
1250,MOL_001163,3
1251,MOL_001163,3
1252,MOL_001163,3
1253,MOL_001163,3
1254,MOL_001163,3
1255,MOL_001163,3
1256,MOL_001163,3
1257,MOL_001154,5
1258,MOL_003694,1
1259,MOL_003694,1
1260,MOL_003673,5
1261,MOL_003253,5
1262,MOL_003253,5
1263,MOL_003260,4
1264,MOL_003260,4
1265,MOL_003260,4
1266,MOL_003260,4
1267,MOL_003260,4
1268,MOL_003260,4
1269,MOL_003260,4
1270,MOL_003260,4
1271,MOL_003260,4
1272,MOL_003679,1
1273,MOL_003695,2
1274,MOL_002605,1
1275,MOL_002570,5
1276,MOL_003715,2
1277,MOL_003715,2
1278,MOL_003715,2
1279,MOL_003715,2
1280,MOL_003715,2
1281,MOL_003715,2
1282,MOL_003715,2
1283,MOL_003715,2
1284,MOL_003715,2
1285,MOL_003715,2
1286,MOL_003715,2
1287,MOL_003715,2
1288,MOL_003715,2
1289,MOL_003715,2
1290,MOL_003680,4
1291,MOL_003680,4
1292,MOL_003680,4
1293,MOL_003680,4
1294,MOL_003680,4
1295,MOL_003680,4
1296,MOL_003680,4
1297,MOL_003680,4
1298,MOL_003680,4
1299,MOL_003680,4
1300,MOL_003680,4
1301,MOL_003254,2
1302,MOL_003261,1
1303,MOL_003262,2
1304,MOL_003255,1
1305,MOL_003681,2
1306,MOL_003681,2
1307,MOL_003682,3
1308,MOL_003717,3
1309,MOL_003716,1
1310,MOL_003716,1
1311,MOL_000173,5
1312,MOL_000283,2
1313,MOL_002676,5
1314,MOL_002671,1
1315,MOL_002671,1
1316,MOL_002671,1
1317,MOL_002671,1
1318,MOL_002671,1
1319,MOL_000687,2
1320,MOL_000687,2
1321,MOL_000687,2
1322,MOL_001037,4
1323,MOL_001037,4
1324,MOL_001041,5
1325,MOL_001041,5
1326,MOL_003247,4
1327,MOL_003247,4
1328,MOL_000428,3
1329,MOL_000428,3
1330,MOL_003330,1
1331,MOL_002880,5
1332,MOL_002243,2
1333,MOL_001470,3
1334,MOL_003248,1
1335,MOL_003248,1
1336,MOL_003246,3
1337,MOL_003246,3
1338,MOL_001260,5
1339,MOL_001260,5
1340,MOL_001265,2
1341,MOL_001265,2
1342,MOL_003325,2
1343,MOL_003325,2
1344,MOL_003325,2
1345,MOL_003325,2
1346,MOL_003325,2
1347,MOL_003325,2
1348,MOL_003333,2
1349,MOL_003333,2
1350,MOL_003333,2
1351,MOL_003333,2
1352,MOL_003333,2
1353,MOL_003333,2
1354,MOL_003333,2
1355,MOL_002932,2
1356,MOL_002897,5
1357,MOL_002897,5
1358,MOL_002894,4
1359,MOL_002891,1
1360,MOL_002933,3
1361,MOL_003672,3
1362,MOL_003683,5
1363,MOL_003683,5
1364,MOL_003683,5
1365,MOL_003718,4
1366,MOL_003718,4
1367,MOL_002559,4
1368,MOL_002586,1
1369,MOL_003676,4
1370,MOL_003713,5
1371,MOL_003713,5
1372,MOL_003711,4
1373,MOL_003696,3
1374,MOL_003696,3
1375,MOL_003705,5
1376,MOL_003705,5
1377,MOL_003677,5
1378,MOL_003050,5
1379,MOL_003051,3
1380,MOL_003051,3
1381,MOL_002590,2
1382,MOL_002590,2
1383,MOL_002590,2
1384,MOL_002590,2
1385,MOL_002590,2
1386,MOL_002590,2
1387,MOL_002590,2
1388,MOL_002590,2
1389,MOL_002590,2
1390,MOL_002590,2
1391,MOL_002561,3
1392,MOL_002561,3
1393,MOL_002561,3
1394,MOL_000242,2
1395,MOL_000671,4
1396,MOL_000803,1
1397,MOL_000503,2
1398,MOL_000504,4
1399,MOL_000504,4
1400,MOL_000672,2
1401,MOL_000672,2
1402,MOL_000672,2
1403,MOL_001150,4
1404,MOL_001161,1
1405,MOL_001161,1
1406,MOL_001161,1
1407,MOL_001161,1
1408,MOL_000806,4
1409,MOL_000806,4
1410,MOL_000806,4
1411,MOL_000806,4
1412,MOL_000671,4
1413,MOL_000803,1
1414,MOL_003788,1
1415,MOL_003794,4
1416,MOL_000505,5
1417,MOL_000505,5
1418,MOL_003789,4
1419,MOL_003795,3
1420,MOL_003796,5
1421,MOL_003790,5
1422,MOL_001134,2
1423,MOL_003611,4
1424,MOL_003610,3
1425,MOL_001374,1
1426,MOL_001374,1
1427,MOL_001374,1
1428,MOL_001385,4
1429,MOL_001385,4
1430,MOL_001385,4
1431,MOL_001385,4
1432,MOL_001385,4
1433,MOL_001385,4
1434,MOL_001174,4
1435,MOL_002647,5
1436,MOL_002647,5
1437,MOL_003323,4
1438,MOL_003323,4
1439,MOL_003332,4
1440,MOL_003332,4
1441,MOL_002268,4
1442,MOL_002268,4
1443,MOL_002259,3
1444,MOL_002275,1
1445,MOL_002248,3
1446,MOL_003326,3
1447,MOL_003334,2
1448,MOL_002604,3
1449,MOL_002569,3
1450,MOL_001292,1
1451,MOL_003256,1
1452,MOL_003256,1
1453,MOL_003256,1
1454,MOL_003256,1
1455,MOL_003256,1
1456,MOL_003256,1
1457,MOL_003256,1
1458,MOL_003257,3
1459,MOL_003257,3
1460,MOL_003709,2
1461,MOL_003709,2
1462,MOL_003709,2
1463,MOL_003701,2
1464,MOL_003701,2
1465,MOL_003701,2
1466,MOL_003701,2
1467,MOL_003701,2
1468,MOL_003675,2
1469,MOL_003674,1
1470,MOL_003697,4
1471,MOL_003001,1
1472,MOL_003001,1
1473,MOL_003001,1
1474,MOL_003001,1
1475,MOL_003001,1
1476,MOL_003001,1
1477,MOL_003001,1
1478,MOL_003107,2
1479,MOL_000257,3
1480,MOL_000786,1
1481,MOL_001036,5
1482,MOL_000787,2
1483,MOL_001039,2
1484,MOL_000245,2
1485,MOL_000801,4
1486,MOL_000455,5
1487,MOL_001062,3
1488,MOL_000682,2
1489,MOL_001115,4
1490,MOL_001115,4
1491,MOL_001115,4
1492,MOL_001115,4
1493,MOL_001115,4
1494,MOL_001119,5
1495,MOL_001119,5
1496,MOL_001119,5
1497,MOL_001119,5
1498,MOL_001119,5
1499,MOL_000408,3
1500,MOL_001120,1
1501,MOL_000381,4
1502,MOL_000380,5
1503,MOL_003637,2
1504,MOL_003636,4
1505,MOL_003638,4
1506,MOL_003638,4
1507,MOL_003638,4
1508,MOL_003639,3
1509,MOL_001383,1
1510,MOL_001285,3
1511,MOL_001264,1
1512,MOL_002585,5
1513,MOL_000804,2
1514,MOL_000804,2
1515,MOL_000804,2
1516,MOL_000781,4
1517,MOL_000802,5
1518,MOL_000784,2
1519,MOL_000492,3
1520,MOL_002591,5
1521,MOL_001483,5
1522,MOL_001484,1
1523,MOL_003299,3
1524,MOL_001384,3
1525,MOL_003830,2
1526,MOL_003830,2
1527,MOL_003830,2
1528,MOL_003830,2
1529,MOL_003830,2
1530,MOL_003830,2
1531,MOL_003830,2
1532,MOL_003827,1
1533,MOL_003827,1
1534,MOL_003828,3
1535,MOL_003832,5
1536,MOL_003832,5
1537,MOL_001382,5
1538,MOL_000024,1
1539,MOL_000021,2
1540,MOL_003888,2
1541,MOL_003888,2
1542,MOL_003892,1
1543,MOL_003892,1
1544,MOL_003707,2
1545,MOL_003707,2
1546,MOL_003884,4
1547,MOL_003883,3
1548,MOL_002599,3
1549,MOL_001378,1
1550,MOL_000074,1
1551,MOL_003296,5
1552,MOL_003810,4
1553,MOL_003811,5
1554,MOL_003811,5
1555,MOL_003811,5
1556,MOL_003811,5
1557,MOL_003811,5
1558,MOL_002697,2
1559,MOL_002697,2
1560,MOL_002949,1
1561,MOL_002909,2
1562,MOL_003838,3
1563,MOL_002509,3
1564,MOL_002514,2
1565,MOL_003268,3
1566,MOL_003268,3
1567,MOL_003268,3
1568,MOL_003268,3
1569,MOL_003268,3
1570,MOL_003698,5
1571,MOL_003698,5
1572,MOL_002511,5
1573,MOL_002515,3
1574,MOL_002510,5
1575,MOL_002564,5
1576,MOL_003181,1
1577,MOL_003343,1
1578,MOL_003343,1
1579,MOL_003343,1
1580,MOL_003344,5
1581,MOL_003344,5
1582,MOL_003344,5
1583,MOL_002602,2
1584,MOL_000768,1
1585,MOL_001381,2
1586,MOL_002691,4
1587,MOL_001375,5
1588,MOL_002945,4
1589,MOL_002692,4
1590,MOL_002946,5
1591,MOL_002946,5
1592,MOL_002907,3
1593,MOL_003237,3
1594,MOL_003817,3
1595,MOL_001891,5
1596,MOL_001891,5
1597,MOL_002703,3
1598,MOL_002475,5
1599,MOL_002351,5
1600,MOL_003815,5
1601,MOL_003692,5
1602,MOL_003692,5
1603,MOL_003820,1
1604,MOL_003818,3
1605,MOL_003819,5
1606,MOL_003821,2
1607,MOL_003159,4
1608,MOL_001473,1
1609,MOL_001112,1
1610,MOL_001379,3
1611,MOL_001118,3
1612,MOL_000477,4
1613,MOL_000473,2
1614,MOL_000379,4
1615,MOL_003835,1
1616,MOL_001261,1
1617,MOL_002677,2
1618,MOL_002349,4
1619,MOL_002694,3
1620,MOL_002908,4
1621,MOL_002948,5
1622,MOL_003684,5
1623,MOL_002896,4
1624,MOL_002930,4
1625,MOL_001908,4
1626,MOL_002387,5
1627,MOL_002480,4
1628,MOL_003088,1
1629,MOL_003772,5
1630,MOL_001380,5
1631,MOL_001377,2
1632,MOL_003687,3
1633,MOL_003691,2
1634,MOL_003882,2
1635,MOL_003057,1
1636,MOL_003203,4
1637,MOL_002565,5
1638,MOL_000454,2
1639,MOL_000506,1
1640,MOL_002513,4
1641,MOL_002508,5
1642,MOL_002507,1
1643,MOL_002512,1
1644,MOL_003267,2
1645,MOL_003267,2
1646,MOL_003266,1
1647,MOL_003266,1
1648,MOL_003266,1
1649,MOL_003266,1
1650,MOL_003266,1
1651,MOL_003266,1
1652,MOL_003266,1
1653,MOL_003266,1
1654,MOL_003264,5
1655,MOL_000476,3
1656,MOL_000472,5
1657,MOL_003235,4
1658,MOL_003791,1
1659,MOL_000688,3
1660,MOL_003640,1
1661,MOL_000346,5
1662,MOL_000342,3
1663,MOL_000378,3
1664,MOL_003880,5
1665,MOL_002529,5
1666,MOL_002266,3
1667,MOL_003836,5
1668,MOL_003837,2
1669,MOL_001880,1
1670,MOL_002474,3
1671,MOL_002267,4
1672,MOL_000073,3
1673,MOL_003881,1
1674,MOL_003686,2
1675,MOL_001158,3
1676,MOL_001281,4
1677,MOL_003780,1
1678,MOL_003781,2
1679,MOL_003106,5
1680,MOL_002874,1
1681,MOL_001266,4
1682,MOL_003191,1
1683,MOL_003190,5
1684,MOL_000324,5
1685,MOL_002237,3
1686,MOL_001889,3
1687,MOL_002950,2
1688,MOL_002952,4
1689,MOL_001438,5
1690,MOL_003630,2
1691,MOL_000290,4
1692,MOL_000344,2
1693,MOL_002718,1
1694,MOL_000760,3
1695,MOL_000053,2
1696,MOL_002598,2
1697,MOL_003192,2
1698,MOL_003193,3
1699,MOL_002762,1
1700,MOL_000384,3
1701,MOL_003688,4
1702,MOL_002452,1
1703,MOL_002456,2
1704,MOL_002461,5
1705,MOL_002459,5
1706,MOL_003617,4
1707,MOL_001173,5
1708,MOL_001172,5
1709,MOL_000023,5
1710,MOL_003053,1
1711,MOL_002236,2
1712,MOL_002247,2
1713,MOL_003242,5
1714,MOL_003243,1
1715,MOL_003712,1
1716,MOL_000525,2
1717,MOL_003220,4
1718,MOL_003223,3
1719,MOL_003221,2
1720,MOL_003225,5
1721,MOL_003265,4
1722,MOL_003265,4
1723,MOL_003265,4
1724,MOL_003265,4
1725,MOL_003265,4
1726,MOL_001295,5
1727,MOL_001294,3
1728,MOL_001297,5
1729,MOL_001296,4
1730,MOL_001203,4
1731,MOL_001205,2
1732,MOL_003831,4
1733,MOL_000293,1
1734,MOL_000293,1
1735,MOL_000293,1
1736,MOL_000293,1
1737,MOL_000288,3
1738,MOL_000308,4
1739,MOL_003829,4
1740,MOL_000282,1
1741,MOL_003833,1
1742,MOL_002739,4
1743,MOL_000022,4
1744,MOL_002563,4
1745,MOL_002597,4
1746,MOL_002760,5
1747,MOL_002760,5
1748,MOL_001210,1
1749,MOL_000322,1
1750,MOL_003098,1
1751,MOL_003098,1
1752,MOL_003096,1
1753,MOL_003096,1
1754,MOL_003099,2
1755,MOL_003097,3
1756,MOL_000025,1
1757,MOL_002722,1
1758,MOL_002722,1
1759,MOL_002764,4
1760,MOL_003089,2
1761,MOL_003090,1
1762,MOL_002777,3
1763,MOL_002786,1
1764,MOL_002786,1
1765,MOL_002786,1
1766,MOL_000385,5
1767,MOL_002735,3
1768,MOL_003042,2
1769,MOL_003043,5
1770,MOL_000383,2
1771,MOL_003690,3
1772,MOL_000474,4
1773,MOL_001246,1
1774,MOL_001245,4
1775,MOL_003347,3
1776,MOL_003703,1
1777,MOL_002347,1
1778,MOL_000172,2
1779,MOL_000284,3
1780,MOL_000264,3
1781,MOL_000268,1
1782,MOL_000272,1
1783,MOL_002877,2
1784,MOL_003646,3
1785,MOL_003647,4
1786,MOL_000735,5
1787,MOL_002716,2
1788,MOL_000289,1
1789,MOL_002759,3
1790,MOL_002759,3
1791,MOL_002534,2
1792,MOL_002536,5
1793,MOL_002717,2
1794,MOL_001149,5
1795,MOL_003834,5
1796,MOL_002758,2
1797,MOL_002355,4
1798,MOL_000276,5
1799,MOL_000265,5
1800,MOL_003179,5
1801,MOL_002241,1
1802,MOL_002741,1
1803,MOL_003685,1
1804,MOL_003693,4
1805,MOL_003689,1
1806,MOL_001164,4
1807,MOL_000468,5
1808,MOL_003889,5
1809,MOL_003894,4
1810,MOL_003890,3
1811,MOL_003895,5
1812,MOL_002951,3
1813,MOL_002953,1
1814,MOL_003793,4
1815,MOL_002774,5
1816,MOL_002779,4
1817,MOL_002776,1
1818,MOL_002785,4
1819,MOL_002784,3
1820,MOL_002775,2
1821,MOL_001837,3
1822,MOL_002873,2
1823,MOL_002994,3
1824,MOL_002995,4
1825,MOL_000262,4
1826,MOL_000401,5
1827,MOL_000403,2
1828,MOL_003893,2
1829,MOL_003893,2
1830,MOL_001176,2
1831,MOL_000168,1
1832,MOL_000170,3
1833,MOL_000163,1
1834,MOL_000661,4
1835,MOL_000695,3
1836,MOL_002720,4
1837,MOL_002381,5
1838,MOL_002350,1
1839,MOL_000287,2
1840,MOL_002504,3
1841,MOL_003000,3
1842,MOL_002996,1
1843,MOL_002997,2
1844,MOL_000171,4
1845,MOL_000165,2
1846,MOL_002524,2
1847,MOL_002526,4
1848,MOL_003329,2
1849,MOL_000459,3
1850,MOL_000459,3
1851,MOL_000459,3
1852,MOL_000458,4
1853,MOL_000458,4
1854,MOL_002353,3
1855,MOL_000275,4
1856,MOL_000269,2
1857,MOL_000273,2
1858,MOL_001204,1
1859,MOL_001206,5
1860,MOL_002269,2
1861,MOL_002462,2
1862,MOL_002460,4
1863,MOL_002453,4
1864,MOL_002457,3
1865,MOL_000306,1
1866,MOL_000306,1
1867,MOL_003095,5
1868,MOL_003093,3
1869,MOL_003094,4
1870,MOL_003094,4
1871,MOL_003092,2
1872,MOL_003092,2
1873,MOL_003127,4
1874,MOL_003128,5
1875,MOL_003792,2
1876,MOL_003083,3
1877,MOL_002322,1
1878,MOL_002321,5
1879,MOL_002782,2
1880,MOL_002780,1
1881,MOL_002335,2
1882,MOL_002333,1
1883,MOL_000467,4
1884,MOL_000259,5
1885,MOL_001286,5
1886,MOL_001284,2
1887,MOL_001284,2
1888,MOL_001288,2
1889,MOL_001282,1
1890,MOL_002987,5
1891,MOL_002988,1
1892,MOL_002315,5
1893,MOL_002309,4
1894,MOL_002558,3
1895,MOL_002558,3
1896,MOL_002317,4
1897,MOL_002310,5
1898,MOL_000495,5
1899,MOL_000497,1
1900,MOL_002344,5
1901,MOL_001046,5
1902,MOL_001207,2
1903,MOL_002991,2
1904,MOL_002992,1
1905,MOL_000734,1
1906,MOL_002704,3
1907,MOL_000166,4
1908,MOL_002596,1
1909,MOL_000261,4
1910,MOL_002378,1
1911,MOL_002367,1
1912,MOL_002763,3
1913,MOL_002740,5
1914,MOL_001111,4
1915,MOL_002528,3
1916,MOL_000056,5
1917,MOL_000057,1
1918,MOL_000057,1
1919,MOL_000055,4
1920,MOL_000058,2
1921,MOL_002365,5
1922,MOL_002376,3
1923,MOL_002520,3
1924,MOL_002522,1
1925,MOL_000449,3
1926,MOL_000450,5
1927,MOL_000169,2
1928,MOL_000164,3
1929,MOL_001553,4
1930,MOL_001555,2
1931,MOL_002324,4
1932,MOL_002326,2
1933,MOL_001861,2
1934,MOL_001863,4
1935,MOL_000304,2
1936,MOL_000304,2
1937,MOL_000299,3
1938,MOL_000299,3
1939,MOL_000294,2
1940,MOL_000294,2
1941,MOL_002346,2
1942,MOL_002348,3
1943,MOL_003030,2
1944,MOL_003031,3
1945,MOL_002535,4
1946,MOL_002537,1
1947,MOL_002476,1
1948,MOL_002479,5
1949,MOL_000301,1
1950,MOL_000301,1
1951,MOL_000305,3
1952,MOL_000305,3
1953,MOL_002312,1
1954,MOL_002356,1
1955,MOL_002974,2
1956,MOL_002974,2
1957,MOL_001159,4
1958,MOL_003238,1
1959,MOL_002341,2
1960,MOL_000271,5
1961,MOL_003045,4
1962,MOL_003047,1
1963,MOL_003219,2
1964,MOL_003222,1
1965,MOL_003224,4
1966,MOL_003019,3
1967,MOL_003020,5
1968,MOL_001283,1
1969,MOL_001287,1
1970,MOL_002362,3
1971,MOL_002372,2
1972,MOL_002939,2
1973,MOL_002941,3
1974,MOL_002942,2
1975,MOL_002940,1
1976,MOL_002725,4
1977,MOL_000402,5
1978,MOL_000404,5
1979,MOL_003509,4
1980,MOL_003510,3
1981,MOL_003046,4
1982,MOL_002374,4
1983,MOL_001175,1
1984,MOL_001177,3
1985,MOL_001153,2
1986,MOL_001152,1
1987,MOL_000302,4
1988,MOL_000302,4
1989,MOL_002370,2
1990,MOL_002382,5
1991,MOL_001589,5
1992,MOL_001589,5
1993,MOL_001591,4
1994,MOL_001591,4
1995,MOL_000382,1
1996,MOL_000286,5
1997,MOL_000267,3
1998,MOL_002525,3
1999,MOL_002527,1
2000,MOL_001476,5
2001,MOL_001476,5
2002,MOL_000323,1
2003,MOL_000300,3
2004,MOL_000300,3
2005,MOL_002352,2
2006,MOL_002354,4
2007,MOL_002595,4
2008,MOL_002478,3
2009,MOL_000167,5
2010,MOL_000161,3
2011,MOL_003358,1
2012,MOL_003359,2
2013,MOL_002989,2
2014,MOL_002990,3
2015,MOL_001406,2
2016,MOL_001408,5
2017,MOL_002719,3
2018,MOL_002985,2
2019,MOL_002986,4
2020,MOL_002592,1
2021,MOL_002338,1
2022,MOL_001869,5
2023,MOL_001570,1
2024,MOL_003259,4
2025,MOL_002336,3
2026,MOL_002334,5
2027,MOL_000258,4
2028,MOL_000260,1
2029,MOL_002469,4
2030,MOL_002471,1
2031,MOL_002721,5
2032,MOL_002721,5
2033,MOL_002472,2
2034,MOL_002470,5
2035,MOL_002318,4
2036,MOL_002311,4
2037,MOL_000496,4
2038,MOL_000498,2
2039,MOL_002343,5
2040,MOL_002345,1
2041,MOL_001045,1
2042,MOL_001047,2
2043,MOL_000285,4
2044,MOL_000274,3
2045,MOL_000266,5
2046,MOL_000270,4
2047,MOL_002734,5
2048,MOL_001477,1
2049,MOL_001477,1
2050,MOL_001474,3
2051,MOL_001474,3
2052,MOL_002761,4
2053,MOL_002761,4
2054,MOL_002606,5
2055,MOL_002765,2
2056,MOL_000162,3
2057,MOL_000178,4
2058,MOL_000529,3
2059,MOL_002379,2
2060,MOL_002368,4
2061,MOL_002371,1
2062,MOL_002383,2
2063,MOL_002366,3
2064,MOL_002377,4
2065,MOL_002521,4
2066,MOL_002523,5
2067,MOL_001063,5
2068,MOL_001201,5
2069,MOL_001862,3
2070,MOL_001864,5
2071,MOL_002325,3
2072,MOL_002327,5
2073,MOL_001554,1
2074,MOL_001556,3
2075,MOL_001202,3
2076,MOL_002477,2
2077,MOL_002935,5
2078,MOL_002937,1
2079,MOL_002938,4
2080,MOL_002936,5
2081,MOL_001124,5
2082,MOL_001122,4
2083,MOL_002714,4
2084,MOL_000159,2
2085,MOL_002308,2
2086,MOL_002313,2
2087,MOL_001407,3
2088,MOL_001409,1
2089,MOL_001587,1
2090,MOL_001587,1
2091,MOL_003263,3
2092,MOL_001588,3
2093,MOL_001588,3
2094,MOL_002340,1
2095,MOL_002342,3
2096,MOL_000160,5
2097,MOL_001585,2
2098,MOL_001585,2
2099,MOL_002571,1
2100,MOL_000303,5
2101,MOL_000303,5
2102,MOL_000297,5
2103,MOL_000297,5
2104,MOL_002711,4
2105,MOL_001586,4
2106,MOL_001586,4
2107,MOL_002705,3
2108,MOL_002778,5
2109,MOL_002369,5
2110,MOL_002380,3
2111,MOL_002363,4
2112,MOL_002373,3
2113,MOL_001441,1
2114,MOL_002593,3
2115,MOL_003297,1
2116,MOL_003298,2
2117,MOL_001197,1
2118,MOL_002375,5
2119,MOL_002364,4
2120,MOL_002594,3
2121,MOL_002562,1
2122,MOL_002895,3
2123,MOL_002892,2
2124,MOL_001398,4
2125,MOL_001402,2
2126,MOL_002724,4
2127,MOL_001404,4
2128,MOL_001400,1
2129,MOL_000298,2
2130,MOL_000298,2
2131,MOL_002465,2
2132,MOL_002467,3
2133,MOL_002468,1
2134,MOL_002466,4
2135,MOL_001125,1
2136,MOL_001123,3
2137,MOL_002473,4
2138,MOL_001472,2
2139,MOL_003022,1
2140,MOL_003023,2
2141,MOL_003258,5
2142,MOL_002715,5
2143,MOL_002713,3
2144,MOL_002710,3
2145,MOL_000295,3
2146,MOL_000295,3
2147,MOL_002337,4
2148,MOL_002339,4
2149,MOL_001569,5
2150,MOL_001571,3
2151,MOL_001868,4
2152,MOL_001870,3
2153,MOL_002316,3
2154,MOL_001184,2
2155,MOL_001186,4
2156,MOL_001190,1
2157,MOL_001194,5
2158,MOL_001198,2
2159,MOL_000296,4
2160,MOL_000296,4
2161,MOL_001399,5
2162,MOL_001403,3
2163,MOL_001188,4
2164,MOL_001192,2
2165,MOL_001196,2
2166,MOL_002723,1
2167,MOL_000528,1
2168,MOL_000530,4
2169,MOL_001405,1
2170,MOL_001401,5
2171,MOL_001389,4
2172,MOL_003032,4
2173,MOL_001471,1
2174,MOL_000658,5
2175,MOL_001189,5
2176,MOL_000064,4
2177,MOL_001340,2
2178,MOL_001342,3
2179,MOL_001187,5
2180,MOL_001191,4
2181,MOL_001195,3
2182,MOL_001388,1
2183,MOL_001590,3
2184,MOL_001590,3
2185,MOL_001592,4
2186,MOL_001592,4
2187,MOL_001890,4
2188,MOL_001899,2
2189,MOL_002712,1
2190,MOL_000315,1
2191,MOL_001341,5
2192,MOL_001343,4
2193,MOL_000063,4
2194,MOL_000062,3
2195,MOL_002783,2
2196,MOL_000277,3
2197,MOL_001065,1
2198,MOL_001067,2
2199,MOL_001069,1
2200,MOL_000211,3
2201,MOL_000212,4
2202,MOL_001336,4
2203,MOL_001338,5
2204,MOL_001449,3
2205,MOL_001450,5
2206,MOL_000673,2
2207,MOL_000314,4
2208,MOL_001200,4
2209,MOL_002781,5
2210,MOL_001780,4
2211,MOL_001865,2
2212,MOL_001337,5
2213,MOL_001339,1
2214,MOL_002314,3
2215,MOL_001199,3
2216,MOL_001185,3
2217,MOL_001193,2
2218,MOL_003295,4
2219,MOL_001182,4
2220,MOL_001183,1
2221,MOL_000263,2
2222,MOL_000280,5
2223,MOL_000280,5
2224,MOL_000281,4
2225,MOL_000278,1
2226,MOL_000278,1
2227,MOL_001160,5
2228,MOL_000279,2
2229,MOL_000279,2
2230,MOL_001066,3
2231,MOL_001068,4
2232,MOL_000532,2
2233,MOL_003028,5
2234,MOL_003027,1
2235,MOL_003239,2
2236,MOL_003240,4
2237,MOL_003843,2
2238,MOL_003843,2
2239,MOL_003843,2
2240,MOL_003858,1
2241,MOL_003858,1
2242,MOL_003858,1
2243,MOL_003868,1
2244,MOL_003868,1
2245,MOL_003844,5
2246,MOL_003844,5
2247,MOL_003844,5
2248,MOL_003844,5
2249,MOL_003844,5
2250,MOL_003844,5
2251,MOL_003844,5
2252,MOL_003844,5
2253,MOL_003844,5
2254,MOL_003844,5
2255,MOL_003844,5
2256,MOL_003844,5
2257,MOL_003844,5
2258,MOL_003844,5
2259,MOL_003844,5
2260,MOL_003844,5
2261,MOL_003844,5
2262,MOL_003844,5
2263,MOL_003844,5
2264,MOL_003844,5
2265,MOL_003844,5
2266,MOL_003844,5
2267,MOL_003860,5
2268,MOL_003860,5
2269,MOL_003860,5
2270,MOL_003860,5
2271,MOL_003860,5
2272,MOL_003860,5
2273,MOL_003860,5
2274,MOL_003860,5
2275,MOL_003860,5
2276,MOL_003860,5
2277,MOL_003860,5
2278,MOL_003860,5
2279,MOL_003860,5
2280,MOL_003860,5
2281,MOL_003860,5
2282,MOL_003860,5
2283,MOL_003860,5
2284,MOL_003860,5
2285,MOL_003860,5
2286,MOL_003852,1
2287,MOL_003852,1
2288,MOL_003852,1
2289,MOL_003852,1
2290,MOL_003847,5
2291,MOL_003847,5
2292,MOL_003863,2
2293,MOL_003865,4
2294,MOL_003865,4
2295,MOL_003865,4
2296,MOL_003845,1
2297,MOL_003849,4
2298,MOL_003845,1
2299,MOL_003845,1
2300,MOL_003861,1
2301,MOL_003861,1
2302,MOL_003848,3
2303,MOL_003848,3
2304,MOL_003848,3
2305,MOL_003848,3
2306,MOL_003848,3
2307,MOL_003848,3
2308,MOL_003848,3
2309,MOL_003848,3
2310,MOL_003848,3
2311,MOL_003848,3
2312,MOL_003864,3
2313,MOL_003864,3
2314,MOL_003864,3
2315,MOL_003864,3
2316,MOL_003864,3
2317,MOL_003864,3
2318,MOL_003850,3
2319,MOL_003850,3
2320,MOL_003850,3
2321,MOL_003850,3
2322,MOL_003850,3
2323,MOL_003850,3
2324,MOL_003850,3
2325,MOL_003850,3
2326,MOL_003866,5
2327,MOL_003866,5
2328,MOL_003866,5
2329,MOL_003866,5
2330,MOL_003866,5
2331,MOL_003850,3
2332,MOL_003850,3
2333,MOL_003851,3
2334,MOL_000187,3
2335,MOL_003594,4
2336,MOL_003594,4
2337,MOL_003594,4
2338,MOL_003587,3
2339,MOL_003587,3
2340,MOL_003587,3
2341,MOL_003414,1
2342,MOL_003417,3
2343,MOL_003417,3
2344,MOL_003417,3
2345,MOL_003417,3
2346,MOL_003417,3
2347,MOL_003493,5
2348,MOL_003493,5
2349,MOL_003493,5
2350,MOL_003493,5
2351,MOL_003530,1
2352,MOL_003530,1
2353,MOL_003530,1
2354,MOL_003530,1
2355,MOL_003516,5
2356,MOL_003516,5
2357,MOL_002958,1
2358,MOL_002958,1
2359,MOL_002971,4
2360,MOL_002971,4
2361,MOL_002971,4
2362,MOL_002971,4
2363,MOL_002971,4
2364,MOL_002913,4
2365,MOL_002913,4
2366,MOL_002799,2
2367,MOL_002799,2
2368,MOL_002799,2
2369,MOL_002799,2
2370,MOL_002799,2
2371,MOL_002799,2
2372,MOL_002799,2
2373,MOL_002921,4
2374,MOL_002921,4
2375,MOL_002921,4
2376,MOL_002829,3
2377,MOL_002829,3
2378,MOL_002829,3
2379,MOL_002829,3
2380,MOL_002829,3
2381,MOL_002863,2
2382,MOL_002885,1
2383,MOL_002922,5
2384,MOL_002832,4
2385,MOL_003432,5
2386,MOL_003432,5
2387,MOL_003432,5
2388,MOL_003432,5
2389,MOL_003432,5
2390,MOL_003432,5
2391,MOL_003432,5
2392,MOL_003432,5
2393,MOL_003432,5
2394,MOL_003432,5
2395,MOL_003432,5
2396,MOL_003432,5
2397,MOL_003432,5
2398,MOL_003432,5
2399,MOL_003432,5
2400,MOL_003500,1
2401,MOL_003500,1
2402,MOL_003500,1
2403,MOL_003500,1
2404,MOL_003500,1
2405,MOL_003500,1
2406,MOL_003500,1
2407,MOL_003500,1
2408,MOL_003500,1
2409,MOL_003500,1
2410,MOL_003500,1
2411,MOL_003500,1
