molecule_group_id,n_observations,n_unique_folds,fold
MOL_001074,2,1,4
MOL_001075,1,1,4
MOL_001076,1,1,5
MOL_001077,1,1,1
MOL_001078,1,1,2
MOL_001079,1,1,3
MOL_001080,1,1,1
MOL_001081,1,1,4
MOL_001082,1,1,3
MOL_001083,1,1,2
MOL_001084,1,1,4
MOL_001085,1,1,5
MOL_001086,1,1,1
MOL_001087,1,1,4
MOL_001088,1,1,3
MOL_001089,1,1,2
MOL_001090,1,1,5
MOL_001091,1,1,1
MOL_001092,1,1,2
MOL_001093,2,1,3
MOL_001094,1,1,4
MOL_001095,1,1,4
MOL_001096,1,1,5
MOL_001097,1,1,3
MOL_001098,1,1,4
MOL_001099,1,1,1
MOL_001100,1,1,2
MOL_001101,1,1,2
MOL_001102,1,1,5
MOL_001103,1,1,1
MOL_001104,1,1,2
MOL_001105,1,1,3
MOL_001106,1,1,4
MOL_001107,1,1,5
MOL_001108,1,1,1
MOL_001109,1,1,2
MOL_001110,1,1,3
MOL_001111,1,1,4
MOL_001112,1,1,1
MOL_001113,1,1,5
MOL_001114,1,1,1
MOL_001115,5,1,4
MOL_001116,1,1,3
MOL_001117,1,1,2
MOL_001118,1,1,3
MOL_001119,5,1,5
MOL_001120,1,1,1
MOL_001121,1,1,2
MOL_001122,1,1,4
MOL_001123,1,1,3
MOL_001124,1,1,5
MOL_001125,1,1,1
MOL_001126,1,1,2
MOL_001127,1,1,3
MOL_001128,1,1,4
MOL_001129,1,1,5
MOL_001130,1,1,1
MOL_001131,1,1,5
MOL_001132,1,1,3
MOL_001133,1,1,5
MOL_001134,1,1,2
MOL_001135,1,1,4
MOL_001136,1,1,3
MOL_001137,1,1,1
MOL_001138,1,1,2
MOL_001139,1,1,1
MOL_001140,2,1,2
MOL_001141,4,1,3
MOL_001142,1,1,4
MOL_001143,2,1,5
MOL_001144,2,1,1
MOL_001145,1,1,2
MOL_001146,1,1,3
MOL_001147,1,1,4
MOL_001148,1,1,1
MOL_001149,1,1,5
MOL_001150,1,1,4
MOL_001151,2,1,3
MOL_001152,1,1,1
MOL_001153,1,1,2
MOL_001154,1,1,5
MOL_001155,1,1,2
MOL_001156,1,1,1
MOL_001157,1,1,3
MOL_001158,1,1,3
MOL_001159,1,1,4
MOL_001160,1,1,5
MOL_001161,4,1,1
MOL_001162,1,1,2
MOL_001163,7,1,3
MOL_001164,1,1,4
MOL_001165,1,1,5
MOL_001166,1,1,1
MOL_001167,1,1,2
MOL_001168,1,1,2
MOL_001169,1,1,3
MOL_001170,2,1,4
MOL_001171,1,1,1
MOL_001172,1,1,5
MOL_001173,1,1,5
MOL_001174,1,1,4
MOL_001175,1,1,1
MOL_001176,1,1,2
MOL_001177,1,1,3
MOL_001178,1,1,1
MOL_001179,1,1,3
MOL_001180,1,1,2
MOL_001181,1,1,5
MOL_001182,1,1,4
MOL_001183,1,1,1
MOL_001184,1,1,2
MOL_001185,1,1,3
MOL_001186,1,1,4
MOL_001187,1,1,5
MOL_001188,1,1,4
MOL_001189,1,1,5
MOL_001190,1,1,1
MOL_001191,1,1,4
MOL_001192,1,1,2
MOL_001193,1,1,2
MOL_001194,1,1,5
MOL_001195,1,1,3
MOL_001196,1,1,2
MOL_001197,1,1,1
MOL_001198,1,1,2
MOL_001199,1,1,3
MOL_001200,1,1,4
MOL_001201,1,1,5
MOL_001202,1,1,3
MOL_001203,1,1,4
MOL_001204,1,1,1
MOL_001205,1,1,2
MOL_001206,1,1,5
MOL_001207,1,1,2
MOL_001208,1,1,5
MOL_001209,1,1,5
MOL_001210,1,1,1
MOL_001211,1,1,3
MOL_001212,1,1,4
MOL_001213,1,1,2
MOL_001214,1,1,1
MOL_001215,1,1,3
MOL_001216,1,1,4
MOL_001217,1,1,5
MOL_001218,1,1,1
MOL_001219,1,1,4
MOL_001220,1,1,5
MOL_001221,1,1,2
MOL_001222,1,1,3
MOL_001223,1,1,1
MOL_001224,1,1,4
MOL_001225,1,1,2
MOL_001226,1,1,4
MOL_001227,1,1,5
MOL_001228,2,1,5
MOL_001229,1,1,3
MOL_001230,1,1,1
MOL_001231,2,1,3
MOL_001232,1,1,2
MOL_001233,3,1,4
MOL_001234,1,1,5
MOL_001235,1,1,5
MOL_001236,1,1,1
MOL_001237,1,1,3
MOL_001238,1,1,2
MOL_001239,1,1,3
MOL_001240,1,1,4
MOL_001241,1,1,2
MOL_001242,1,1,3
MOL_001243,1,1,5
MOL_001244,1,1,1
MOL_001245,1,1,4
MOL_001246,1,1,1
MOL_001247,1,1,4
MOL_001248,1,1,2
MOL_001249,2,1,4
MOL_001250,1,1,3
MOL_001251,1,1,3
MOL_001252,2,1,4
MOL_001253,3,1,5
MOL_001254,1,1,3
MOL_001255,1,1,1
MOL_001256,1,1,2
MOL_001257,2,1,4
MOL_001258,1,1,5
MOL_001259,1,1,1
MOL_001260,2,1,5
MOL_001261,1,1,1
MOL_001262,1,1,2
MOL_001263,1,1,3
MOL_001264,1,1,1
MOL_001265,2,1,2
MOL_001266,1,1,4
MOL_001267,1,1,4
MOL_001268,1,1,3
MOL_001269,1,1,2
MOL_001270,1,1,4
MOL_001271,1,1,3
MOL_001272,1,1,5
MOL_001273,1,1,1
MOL_001274,1,1,2
MOL_001275,1,1,1
MOL_001276,1,1,3
MOL_001277,1,1,4
MOL_001278,1,1,4
MOL_001279,1,1,5
MOL_001280,1,1,4
MOL_001281,1,1,4
MOL_001282,1,1,1
MOL_001283,1,1,1
MOL_001284,2,1,2
MOL_001285,1,1,3
MOL_001286,1,1,5
MOL_001287,1,1,1
MOL_001288,1,1,2
MOL_001289,1,1,3
MOL_001290,1,1,4
MOL_001291,2,1,5
MOL_001292,1,1,1
MOL_001293,1,1,2
MOL_001294,1,1,3
MOL_001295,1,1,5
MOL_001296,1,1,4
MOL_001297,1,1,5
MOL_001298,1,1,1
MOL_001299,1,1,3
MOL_001300,1,1,2
MOL_001301,1,1,3
MOL_001302,1,1,4
MOL_001303,1,1,5
MOL_001304,1,1,1
MOL_001305,1,1,5
MOL_001306,1,1,2
MOL_001307,1,1,5
MOL_001308,1,1,1
MOL_001309,1,1,2
MOL_001310,1,1,2
MOL_001311,1,1,4
MOL_001312,1,1,3
MOL_001313,1,1,3
MOL_001314,1,1,3
MOL_001315,1,1,1
MOL_001316,1,1,2
MOL_001317,1,1,1
MOL_001318,1,1,4
MOL_001319,1,1,5
MOL_001320,1,1,1
MOL_001321,1,1,2
MOL_001322,1,1,4
MOL_001323,1,1,3
MOL_001324,1,1,4
MOL_001325,1,1,5
MOL_001326,1,1,1
MOL_001327,1,1,2
MOL_001328,1,1,4
MOL_001329,1,1,2
MOL_001330,1,1,5
MOL_001331,1,1,3
MOL_001332,1,1,4
MOL_001333,1,1,1
MOL_001334,1,1,2
MOL_001335,1,1,3
MOL_001336,1,1,4
MOL_001337,1,1,5
MOL_001338,1,1,5
MOL_001339,1,1,1
MOL_001340,1,1,2
MOL_001341,1,1,5
MOL_001342,1,1,3
MOL_001343,1,1,4
MOL_001344,1,1,5
MOL_001345,1,1,3
MOL_001346,1,1,4
MOL_001347,1,1,1
MOL_001348,1,1,2
MOL_001349,5,1,3
MOL_001350,2,1,5
MOL_001351,1,1,4
MOL_001352,5,1,1
MOL_001353,3,1,2
MOL_001354,3,1,3
MOL_001355,1,1,5
MOL_001356,1,1,1
MOL_001357,1,1,2
MOL_001358,1,1,3
MOL_001359,1,1,4
MOL_001360,1,1,5
MOL_001361,1,1,1
MOL_001362,1,1,2
MOL_001363,1,1,3
MOL_001364,1,1,1
MOL_001365,1,1,4
MOL_001366,1,1,5
MOL_001367,1,1,3
MOL_001368,1,1,5
MOL_001369,1,1,1
MOL_001370,1,1,2
MOL_001371,1,1,5
MOL_001372,1,1,3
MOL_001373,1,1,4
MOL_001374,3,1,1
MOL_001375,1,1,5
MOL_001376,1,1,4
MOL_001377,1,1,2
MOL_001378,1,1,1
MOL_001379,1,1,3
MOL_001380,1,1,5
MOL_001381,1,1,2
MOL_001382,1,1,5
MOL_001383,1,1,1
MOL_001384,1,1,3
MOL_001385,6,1,4
MOL_001386,1,1,2
MOL_001387,2,1,2
MOL_001388,1,1,1
MOL_001389,1,1,4
MOL_001390,1,1,1
MOL_001391,1,1,5
MOL_001392,1,1,3
MOL_001393,1,1,3
MOL_001394,1,1,5
MOL_001395,1,1,1
MOL_001396,1,1,2
MOL_001397,1,1,3
MOL_001398,1,1,4
MOL_001399,1,1,5
MOL_001400,1,1,1
MOL_001401,1,1,5
MOL_001402,1,1,2
MOL_001403,1,1,3
MOL_001404,1,1,4
MOL_001405,1,1,1
MOL_001406,1,1,2
MOL_001407,1,1,3
MOL_001408,1,1,5
MOL_001409,1,1,1
MOL_001410,1,1,4
MOL_001411,1,1,3
MOL_001412,1,1,1
MOL_001413,1,1,2
MOL_001414,1,1,3
MOL_001415,1,1,4
MOL_001416,1,1,5
MOL_001417,1,1,4
MOL_001418,1,1,1
MOL_001419,1,1,5
MOL_001420,1,1,2
MOL_001421,1,1,3
MOL_001422,1,1,4
MOL_001423,1,1,2
MOL_001424,1,1,5
MOL_001425,1,1,1
MOL_001426,1,1,3
MOL_001427,1,1,4
MOL_001428,1,1,3
MOL_001429,1,1,1
MOL_001430,1,1,2
MOL_001431,1,1,4
MOL_001432,1,1,5
MOL_001433,1,1,2
MOL_001434,1,1,2
MOL_001435,1,1,1
MOL_001436,1,1,3
MOL_001437,1,1,4
MOL_001438,1,1,5
MOL_001439,1,1,2
MOL_001440,1,1,2
MOL_001441,1,1,1
MOL_001442,1,1,3
MOL_001443,1,1,5
MOL_001444,1,1,4
MOL_001445,1,1,1
MOL_001446,1,1,4
MOL_001447,1,1,2
MOL_001448,1,1,4
MOL_001449,1,1,3
MOL_001450,1,1,5
MOL_001451,1,1,1
MOL_001452,1,1,5
MOL_001453,1,1,2
MOL_001454,1,1,3
MOL_001455,1,1,4
MOL_001456,1,1,1
MOL_001457,1,1,2
MOL_001458,1,1,3
MOL_001459,1,1,4
MOL_001460,1,1,5
MOL_001461,1,1,5
MOL_001462,1,1,1
MOL_001463,1,1,2
MOL_001464,1,1,3
MOL_001465,1,1,4
MOL_001466,1,1,4
MOL_001467,1,1,5
MOL_001468,1,1,1
MOL_001469,1,1,2
MOL_001470,1,1,3
MOL_001471,1,1,1
MOL_001472,1,1,2
MOL_001473,1,1,1
MOL_001474,2,1,3
MOL_001475,1,1,4
MOL_001476,2,1,5
MOL_001477,2,1,1
MOL_001478,1,1,3
MOL_001479,1,1,2
MOL_001480,1,1,5
MOL_001481,1,1,4
MOL_001482,1,1,3
MOL_001483,1,1,5
MOL_001484,1,1,1
MOL_001485,2,1,5
MOL_001486,1,1,2
MOL_001487,1,1,3
MOL_001488,1,1,4
MOL_001489,1,1,1
MOL_001490,1,1,2
MOL_001491,1,1,1
MOL_001492,1,1,4
MOL_001493,1,1,3
MOL_001494,1,1,4
MOL_001495,1,1,5
MOL_001496,1,1,1
MOL_001497,1,1,3
MOL_001498,2,1,2
MOL_001499,1,1,4
MOL_001500,1,1,5
MOL_001501,1,1,4
MOL_001502,1,1,1
MOL_001503,1,1,4
MOL_001504,1,1,2
MOL_001505,1,1,3
MOL_001506,1,1,2
MOL_001507,1,1,1
MOL_001508,1,1,5
MOL_001509,1,1,3
MOL_001510,1,1,1
MOL_001511,1,1,1
MOL_001512,1,1,3
MOL_001513,1,1,2
MOL_001514,1,1,5
MOL_001515,1,1,5
MOL_001516,1,1,4
MOL_001517,1,1,1
MOL_001518,1,1,3
MOL_001519,1,1,5
MOL_001520,4,1,3
MOL_001521,1,1,2
MOL_001522,1,1,3
MOL_001523,2,1,4
MOL_001524,1,1,5
MOL_001525,1,1,1
MOL_001526,1,1,2
MOL_001527,1,1,5
MOL_001528,1,1,3
MOL_001529,1,1,4
MOL_001530,1,1,1
MOL_001531,1,1,3
MOL_001532,1,1,1
MOL_001533,1,1,2
MOL_001534,1,1,5
MOL_001535,1,1,4
MOL_001536,1,1,1
MOL_001537,1,1,2
MOL_001538,1,1,3
MOL_001539,1,1,4
MOL_001540,1,1,5
MOL_001541,1,1,3
MOL_001542,1,1,2
MOL_001543,1,1,1
MOL_001544,1,1,3
MOL_001545,1,1,4
MOL_001546,1,1,5
MOL_001547,1,1,2
MOL_001548,1,1,1
MOL_001549,1,1,2
MOL_001550,1,1,3
MOL_001551,1,1,4
MOL_001552,1,1,5
MOL_001553,1,1,4
MOL_001554,1,1,1
MOL_001555,1,1,2
MOL_001556,1,1,3
MOL_001557,1,1,5
MOL_001558,1,1,1
MOL_001559,1,1,3
MOL_001560,1,1,4
MOL_001561,1,1,4
MOL_001562,1,1,5
MOL_001563,1,1,2
MOL_001564,1,1,5
MOL_001565,1,1,2
MOL_001566,1,1,2
MOL_001567,1,1,1
MOL_001568,1,1,2
MOL_001569,1,1,5
MOL_001570,1,1,1
MOL_001571,1,1,3
MOL_001572,1,1,4
MOL_001573,1,1,3
MOL_001574,1,1,1
MOL_001575,2,1,2
MOL_001576,2,1,5
MOL_001577,3,1,4
MOL_001578,1,1,4
MOL_001579,1,1,1
MOL_001580,1,1,3
MOL_001581,1,1,2
MOL_001582,2,1,3
MOL_001583,1,1,5
MOL_001584,2,1,5
MOL_001585,2,1,2
MOL_001586,2,1,4
MOL_001587,2,1,1
MOL_001588,2,1,3
MOL_001589,2,1,5
MOL_001590,2,1,3
MOL_001591,2,1,4
MOL_001592,2,1,4
MOL_001593,2,1,1
MOL_001594,1,1,2
MOL_001595,1,1,2
MOL_001596,1,1,5
MOL_001597,1,1,1
MOL_001598,1,1,2
MOL_001599,1,1,3
MOL_001600,1,1,4
MOL_001601,1,1,5
MOL_001602,1,1,4
MOL_001603,2,1,1
MOL_001604,1,1,4
MOL_001605,1,1,4
MOL_001606,2,1,2
MOL_001607,1,1,3
MOL_001608,1,1,3
MOL_001609,1,1,5
MOL_001610,1,1,4
MOL_001611,1,1,1
MOL_001612,1,1,2
MOL_001613,1,1,3
MOL_001614,1,1,5
MOL_001615,1,1,1
MOL_001616,1,1,1
MOL_001617,1,1,2
MOL_001618,1,1,3
MOL_001619,2,1,4
MOL_001620,1,1,5
MOL_001621,1,1,3
MOL_001622,1,1,1
MOL_001623,1,1,2
MOL_001624,1,1,4
MOL_001625,1,1,5
MOL_001626,13,1,5
MOL_001627,1,1,1
MOL_001628,1,1,3
MOL_001629,1,1,2
MOL_001630,1,1,5
MOL_001631,1,1,4
MOL_001632,13,1,2
MOL_001633,1,1,1
MOL_001634,1,1,2
MOL_001635,1,1,3
MOL_001636,1,1,1
MOL_001637,1,1,5
MOL_001638,1,1,5
MOL_001639,1,1,4
MOL_001640,1,1,1
MOL_001641,1,1,2
MOL_001642,1,1,3
MOL_001643,1,1,5
MOL_001644,1,1,4
MOL_001645,1,1,1
MOL_001646,1,1,2
MOL_001647,1,1,3
MOL_001648,1,1,5
MOL_001649,1,1,4
MOL_001650,1,1,4
MOL_001651,1,1,1
MOL_001652,3,1,2
MOL_001653,1,1,3
MOL_001654,1,1,5
MOL_001655,1,1,3
MOL_001656,1,1,1
MOL_001657,1,1,2
MOL_001658,1,1,1
MOL_001659,1,1,3
MOL_001660,1,1,4
MOL_001661,1,1,5
MOL_001662,1,1,1
MOL_001663,1,1,1
MOL_001664,1,1,2
MOL_001665,1,1,4
MOL_001666,1,1,5
MOL_001667,1,1,3
MOL_001668,1,1,2
MOL_001669,2,1,4
MOL_001670,1,1,1
MOL_001671,1,1,3
MOL_001672,1,1,3
MOL_001673,1,1,4
MOL_001674,1,1,2
MOL_001675,1,1,5
MOL_001676,1,1,1
MOL_001677,1,1,4
MOL_001678,1,1,2
MOL_001679,1,1,1
MOL_001680,2,1,5
MOL_001681,1,1,3
MOL_001682,1,1,2
MOL_001683,1,1,4
MOL_001684,1,1,5
MOL_001685,1,1,1
MOL_001686,2,1,4
MOL_001687,1,1,2
MOL_001688,1,1,5
MOL_001689,1,1,4
MOL_001690,1,1,3
MOL_001691,1,1,4
MOL_001692,1,1,2
MOL_001693,1,1,1
MOL_001694,1,1,2
MOL_001695,1,1,3
MOL_001696,1,1,5
MOL_001697,1,1,1
MOL_001698,1,1,2
MOL_001699,1,1,3
MOL_001700,1,1,3
MOL_001701,2,1,4
MOL_001702,1,1,4
MOL_001703,1,1,5
MOL_001704,1,1,1
MOL_001705,1,1,2
MOL_001706,1,1,3
MOL_001707,1,1,4
MOL_001708,1,1,5
MOL_001709,1,1,1
MOL_001710,1,1,2
MOL_001711,1,1,1
MOL_001712,1,1,5
MOL_001713,1,1,2
MOL_001714,2,1,3
MOL_001715,1,1,1
MOL_001716,1,1,4
MOL_001717,1,1,3
MOL_001718,1,1,1
MOL_001719,1,1,2
MOL_001720,1,1,3
MOL_001721,1,1,4
MOL_001722,1,1,5
MOL_001723,1,1,5
MOL_001724,1,1,1
MOL_001725,1,1,3
MOL_001726,1,1,2
MOL_001727,1,1,4
MOL_001728,1,1,3
MOL_001729,1,1,5
MOL_001730,1,1,1
MOL_001731,1,1,2
MOL_001732,1,1,5
MOL_001733,1,1,3
MOL_001734,1,1,4
MOL_001735,2,1,1
MOL_001736,1,1,2
MOL_001737,1,1,3
MOL_001738,1,1,4
MOL_001739,1,1,3
MOL_001740,1,1,5
MOL_001741,1,1,1
MOL_001742,1,1,1
MOL_001743,1,1,4
MOL_001744,1,1,2
MOL_001745,1,1,3
MOL_001746,1,1,4
MOL_001747,1,1,5
MOL_001748,1,1,1
MOL_001749,2,1,2
MOL_001750,1,1,3
MOL_001751,1,1,4
MOL_001752,1,1,5
MOL_001753,1,1,3
MOL_001754,1,1,1
MOL_001755,1,1,5
MOL_001756,1,1,2
MOL_001757,1,1,4
MOL_001758,1,1,1
MOL_001759,1,1,2
MOL_001760,1,1,3
MOL_001761,1,1,4
MOL_001762,1,1,5
MOL_001763,1,1,5
MOL_001764,1,1,1
MOL_001765,1,1,2
MOL_001766,1,1,3
MOL_001767,1,1,3
MOL_001768,1,1,4
MOL_001769,2,1,5
MOL_001770,1,1,1
MOL_001771,1,1,3
MOL_001772,1,1,2
MOL_001773,1,1,4
MOL_001774,1,1,5
MOL_001775,1,1,1
MOL_001776,1,1,2
MOL_001777,1,1,3
MOL_001778,1,1,5
MOL_001779,2,1,4
MOL_001780,1,1,4
MOL_001781,1,1,1
MOL_001782,1,1,2
MOL_001783,1,1,3
MOL_001784,2,1,5
MOL_001785,1,1,2
MOL_001786,1,1,3
MOL_001787,1,1,1
MOL_001788,1,1,4
MOL_001789,1,1,5
MOL_001790,1,1,5
MOL_001791,1,1,1
MOL_001792,1,1,2
MOL_001793,1,1,3
MOL_001794,1,1,4
MOL_001795,1,1,1
MOL_001796,1,1,2
MOL_001797,1,1,3
MOL_001798,3,1,5
MOL_001799,1,1,2
MOL_001800,1,1,4
MOL_001801,1,1,1
MOL_001802,1,1,2
MOL_001803,2,1,3
MOL_001804,1,1,5
MOL_001805,1,1,4
MOL_001806,1,1,5
MOL_001807,1,1,3
MOL_001808,1,1,1
MOL_001809,1,1,3
MOL_001810,1,1,2
MOL_001811,1,1,5
MOL_001812,1,1,4
MOL_001813,1,1,4
MOL_001814,1,1,1
MOL_001815,1,1,2
MOL_001816,1,1,5
MOL_001817,1,1,3
MOL_001818,1,1,5
MOL_001819,1,1,1
MOL_001820,1,1,2
MOL_001821,1,1,3
MOL_001822,1,1,4
MOL_001823,1,1,5
MOL_001824,1,1,4
MOL_001825,1,1,2
MOL_001826,1,1,3
MOL_001827,1,1,5
MOL_001828,1,1,1
MOL_001829,1,1,2
MOL_001830,1,1,3
MOL_001831,1,1,1
MOL_001832,1,1,4
MOL_001833,1,1,5
MOL_001834,1,1,5
MOL_001835,1,1,1
MOL_001836,1,1,2
MOL_001837,1,1,3
MOL_001838,1,1,4
MOL_001839,1,1,2
MOL_001840,1,1,1
MOL_001841,3,1,2
MOL_001842,2,1,5
MOL_001843,3,1,4
MOL_001844,2,1,3
MOL_001845,6,1,5
MOL_001846,1,1,1
MOL_001847,1,1,4
MOL_001848,1,1,2
MOL_001849,3,1,3
MOL_001850,4,1,4
MOL_001851,1,1,1
MOL_001852,1,1,1
MOL_001853,3,1,4
MOL_001854,1,1,1
MOL_001855,1,1,2
MOL_001856,1,1,5
MOL_001857,1,1,5
MOL_001858,1,1,3
MOL_001859,1,1,1
MOL_001860,1,1,1
MOL_001861,1,1,2
MOL_001862,1,1,3
MOL_001863,1,1,4
MOL_001864,1,1,5
MOL_001865,1,1,2
MOL_001866,2,1,3
MOL_001867,1,1,1
MOL_001868,1,1,4
MOL_001869,1,1,5
MOL_001870,1,1,3
MOL_001871,1,1,4
MOL_001872,1,1,5
MOL_001873,1,1,1
MOL_001874,1,1,2
MOL_001875,1,1,3
MOL_001876,1,1,2
MOL_001877,1,1,3
MOL_001878,1,1,4
MOL_001879,1,1,1
MOL_001880,1,1,1
MOL_001881,1,1,5
MOL_001882,1,1,1
MOL_001883,1,1,2
MOL_001884,2,1,3
MOL_001885,1,1,5
MOL_001886,2,1,4
MOL_001887,1,1,1
MOL_001888,2,1,2
MOL_001889,1,1,3
MOL_001890,1,1,4
MOL_001891,2,1,5
MOL_001892,1,1,4
MOL_001893,1,1,1
MOL_001894,2,1,5
MOL_001895,1,1,2
MOL_001896,1,1,3
MOL_001897,2,1,3
MOL_001898,1,1,1
MOL_001899,1,1,2
MOL_001900,1,1,4
MOL_001901,1,1,2
MOL_001902,1,1,4
MOL_001903,1,1,3
MOL_001904,1,1,5
MOL_001905,1,1,3
MOL_001906,1,1,1
MOL_001907,1,1,5
MOL_001908,1,1,4
MOL_001909,1,1,1
MOL_001910,1,1,4
MOL_001911,1,1,2
MOL_001912,1,1,5
MOL_001913,1,1,1
MOL_001914,1,1,3
MOL_001915,1,1,4
MOL_001916,1,1,5
MOL_001917,1,1,2
MOL_001918,1,1,1
MOL_001919,1,1,1
MOL_001920,1,1,2
MOL_001921,1,1,3
MOL_001922,1,1,4
MOL_001923,2,1,5
MOL_001924,1,1,1
MOL_001925,1,1,4
MOL_001926,1,1,2
MOL_001927,3,1,5
MOL_001928,1,1,3
MOL_001929,3,1,1
MOL_001930,1,1,2
MOL_001931,2,1,3
MOL_001932,1,1,4
MOL_001933,1,1,5
MOL_001934,1,1,1
MOL_001935,1,1,2
MOL_001936,1,1,3
MOL_001937,1,1,5
MOL_001938,1,1,4
MOL_001939,1,1,1
MOL_001940,1,1,2
MOL_001941,1,1,3
MOL_001942,1,1,4
MOL_001943,3,1,5
MOL_001944,1,1,4
MOL_001945,1,1,5
MOL_001946,1,1,5
MOL_001947,1,1,1
MOL_001948,1,1,2
MOL_001949,1,1,3
MOL_001950,1,1,5
MOL_001951,1,1,3
MOL_001952,1,1,4
MOL_001953,1,1,1
MOL_001954,1,1,2
MOL_001955,1,1,5
MOL_001956,1,1,2
MOL_001957,1,1,4
MOL_001958,1,1,5
MOL_001959,1,1,1
MOL_001960,1,1,2
MOL_001961,1,1,3
MOL_001962,1,1,4
MOL_001963,1,1,1
MOL_001964,1,1,2
MOL_001965,1,1,5
MOL_001966,3,1,3
MOL_001967,1,1,4
MOL_001968,1,1,4
MOL_001969,1,1,3
MOL_001970,1,1,1
MOL_001971,2,1,2
MOL_001972,1,1,5
MOL_001973,1,1,5
MOL_001974,1,1,5
MOL_001975,1,1,1
MOL_001976,1,1,2
MOL_001977,1,1,3
MOL_001978,1,1,4
MOL_001979,1,1,2
MOL_001980,1,1,3
MOL_001981,1,1,5
MOL_001982,1,1,5
MOL_001983,1,1,1
MOL_001984,1,1,4
MOL_001985,1,1,2
MOL_001986,1,1,1
MOL_001987,2,1,1
MOL_001988,1,1,3
MOL_001989,1,1,3
MOL_001990,1,1,4
MOL_001991,2,1,3
MOL_001992,2,1,2
MOL_001993,1,1,1
MOL_001994,1,1,4
MOL_001995,1,1,1
MOL_001996,1,1,5
MOL_001997,1,1,1
MOL_001998,2,1,2
MOL_001999,1,1,3
MOL_002000,1,1,4
MOL_002001,1,1,5
MOL_002002,14,1,1
MOL_002003,1,1,2
MOL_002004,1,1,3
MOL_002005,6,1,4
MOL_002006,1,1,5
MOL_002007,1,1,1
MOL_002008,1,1,3
MOL_002009,1,1,2
MOL_002010,1,1,4
MOL_002011,1,1,5
MOL_002012,1,1,1
MOL_002013,2,1,5
MOL_002014,1,1,2
MOL_002015,1,1,3
MOL_002016,2,1,1
MOL_002017,1,1,4
MOL_002018,1,1,1
MOL_002019,1,1,5
MOL_002020,1,1,2
MOL_002021,2,1,3
MOL_002022,2,1,4
MOL_002023,4,1,5
MOL_002024,1,1,2
MOL_002025,3,1,1
MOL_002026,3,1,3
MOL_002027,1,1,5
MOL_002028,1,1,5
MOL_002029,1,1,4
MOL_002030,1,1,1
MOL_002031,1,1,4
MOL_002032,3,1,2
MOL_002033,1,1,3
MOL_002034,1,1,3
MOL_002035,1,1,5
MOL_002036,1,1,2
MOL_002037,1,1,1
MOL_002038,1,1,3
MOL_002039,1,1,4
MOL_002040,2,1,5
MOL_002041,4,1,3
MOL_002042,1,1,1
MOL_002043,1,1,5
MOL_002044,1,1,2
MOL_002045,1,1,4
MOL_002046,1,1,1
MOL_002047,1,1,2
MOL_002048,1,1,3
MOL_002049,1,1,4
MOL_002050,3,1,2
MOL_002051,1,1,5
MOL_002052,1,1,2
MOL_002053,1,1,1
MOL_002054,1,1,2
MOL_002055,1,1,4
MOL_002056,3,1,2
MOL_002057,1,1,4
MOL_002058,4,1,5
MOL_002059,1,1,3
MOL_002060,1,1,5
MOL_002061,1,1,3
MOL_002062,1,1,1
MOL_002063,1,1,3
MOL_002064,1,1,4
MOL_002065,1,1,2
MOL_002066,2,1,2
MOL_002067,2,1,5
MOL_002068,1,1,1
MOL_002069,2,1,4
MOL_002070,1,1,3
MOL_002071,1,1,4
MOL_002072,1,1,5
MOL_002073,1,1,1
MOL_002074,1,1,3
MOL_002075,1,1,5
MOL_002076,1,1,1
MOL_002077,1,1,5
MOL_002078,1,1,2
MOL_002079,1,1,4
MOL_002080,1,1,2
MOL_002081,1,1,3
MOL_002082,1,1,1
MOL_002083,1,1,5
MOL_002084,1,1,4
MOL_002085,1,1,4
MOL_002086,1,1,3
MOL_002087,1,1,1
MOL_002088,1,1,4
MOL_002089,1,1,2
MOL_002090,1,1,3
MOL_002091,1,1,5
MOL_002092,1,1,4
MOL_002093,1,1,3
MOL_002094,1,1,1
MOL_002095,1,1,2
MOL_002096,6,1,5
MOL_002097,1,1,1
MOL_002098,1,1,3
MOL_002099,1,1,2
MOL_002100,1,1,4
MOL_002101,3,1,5
MOL_002102,1,1,4
MOL_002103,2,1,5
MOL_002104,1,1,1
MOL_002105,1,1,2
MOL_002106,1,1,3
MOL_002107,1,1,1
MOL_002108,2,1,2
MOL_002109,1,1,5
MOL_002110,1,1,2
MOL_002111,5,1,3
MOL_002112,2,1,1
MOL_002113,1,1,5
MOL_002114,2,1,4
MOL_002115,1,1,1
MOL_002116,1,1,2
MOL_002117,2,1,4
MOL_002118,6,1,1
MOL_002119,1,1,3
MOL_002120,2,1,5
MOL_002121,1,1,1
MOL_002122,1,1,3
MOL_002123,1,1,2
MOL_002124,3,1,3
MOL_002125,3,1,4
MOL_002126,1,1,5
MOL_002127,2,1,1
MOL_002128,2,1,4
MOL_002129,1,1,4
MOL_002130,1,1,2
MOL_002131,1,1,3
MOL_002132,1,1,5
MOL_002133,1,1,1
MOL_002134,2,1,2
MOL_002135,1,1,5
MOL_002136,1,1,3
MOL_002137,1,1,5
MOL_002138,1,1,4
MOL_002139,1,1,2
MOL_002140,1,1,1
MOL_002141,1,1,2
MOL_002142,1,1,3
MOL_002143,1,1,4
MOL_002144,1,1,5
MOL_002145,1,1,3
MOL_002146,2,1,1
MOL_002147,1,1,2
MOL_002148,5,1,3
